Tags,Ticket,Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Comment,Magic Number,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USD),Min(pips),Min(USD),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USD)
,155865064,09/12/2025 10:51,09/25/2025 16:48,XBRUSD,Buy,0.500,0.00000,0.00000,66.28000,68.34000,0.0000,7.3400,206.0,110.34,1.00,"",0,13:05:57:30,,,,,,,,,,,,
,155900881,09/19/2025 07:53,09/24/2025 07:01,AUDJPY,Sell,0.300,0.00000,0.00000,97.36900,97.85300,0.0000,-6.8700,-48.4,-105.05,-0.94,"",0,04:23:07:53,9.8,11h 40m,61.2,3.94,12.4,25.171999999999997,-48.8,-99.06399999999998,20.3,0.7,-60.80,-123.42
,155837688,09/08/2025 05:13,09/23/2025 19:40,XBRUSD,Buy,1.000,0.00000,0.00000,66.55000,67.61000,0.0000,16.9800,106.0,122.98,1.11,"",0,15:14:27:57,,,,,,,,,,,,
,155914864,09/23/2025 09:31,,,Withdrawal,0.010,0.00000,0.00000,0.00000,0.00000,0.0000,0.0000,0.0,-1000.00,0,"SC CC-FSA 77920334",0,00:00:00:00,,,,,,,,,,,,
,155854821,09/10/2025 18:11,09/22/2025 15:43,XBRUSD,Buy,1.000,0.00000,0.00000,67.64000,66.17000,0.0000,13.5600,-147.0,-133.44,-1.10,"",0,11:21:31:54,,,,,,,,,,,,
,155866749,09/12/2025 15:54,09/22/2025 15:42,XBRUSD,Buy,0.500,0.00000,0.00000,68.07000,66.15000,0.0000,5.6400,-192.0,-90.36,-0.74,"",0,09:23:48:27,,,,,,,,,,,,
,155865353,09/12/2025 11:47,09/22/2025 14:48,EURCAD,Sell,0.250,1.63250,0.00000,1.62275,1.62596,0.0000,-0.3600,-32.1,-58.47,-0.47,"",0,10:03:01:07,36.3,3d 16h ,149.9,2.17,55.1,99.73100000000001,-119.5,-216.29500000000002,31.6,50.1,-87.20,-157.83
,155900643,09/19/2025 06:32,09/19/2025 07:40,USDJPY,Sell,0.300,147.43000,0.00000,147.74000,147.43100,0.0000,0.0000,30.9,62.88,0.51,"[sl]",0,00:01:07:53,88.3,59m,21.7,0.12,50.9,103.32699999999998,-6.0,-12.18,89.5,64.9,-20.00,-40.60
,155865367,09/12/2025 11:49,09/18/2025 12:45,EURCAD,Sell,0.100,0.00000,0.00000,1.62240,1.63110,0.0000,-0.0600,-87.0,-63.23,-0.51,"",0,06:00:56:21,11.4,16h 31m,149.9,4.57,26.9,19.636999999999997,-123.0,-89.78999999999999,17.9,24.0,-113.90,-83.15
,155763407,08/20/2025 18:04,09/18/2025 11:31,AUDNZD,Sell,0.150,1.12550,0.00000,1.10313,1.12556,0.0000,-12.5000,-224.3,-210.93,-1.68,"[sl]",0,28:17:27:38,0.9,6h 12m,230.2,38.02,5.9,5.192,-224.3,-197.38400000000001,2.6,0.0,-230.20,-202.58
,155893820,09/18/2025 08:39,09/18/2025 10:40,AUDUSD,Sell,0.300,0.66420,0.00000,0.66255,0.66420,0.0000,0.0000,-16.5,-49.50,-0.39,"[sl]",0,00:02:01:07,72.8,1h 28m,26.0,1.74,9.5,28.5,-16.5,-49.5,36.5,0.0,-26.00,-78.00
,155893826,09/18/2025 08:40,09/18/2025 09:48,CHINA5,Sell,1.000,14935.00000,14800.00000,15126.00000,14936.00000,0.0000,0.0000,190.0,190.20,1.53,"[sl]",0,00:01:07:21,,,,,,,,,,,,
,155893063,09/18/2025 04:46,,,Withdrawal,0.010,0.00000,0.00000,0.00000,0.00000,0.0000,0.0000,0.0,-0.30,0,"Dividend US500 18 Sep 2025",0,00:00:00:00,,,,,,,,,,,,
,155889344,09/17/2025 19:58,09/18/2025 02:56,US500,Sell,3.000,0.00000,0.00000,6590.00000,6624.00000,0.0000,0.2500,-136.0,-102.35,-0.82,"",0,00:06:58:13,,,,,,,,,,,,
,155845386,09/09/2025 11:32,09/17/2025 21:42,USDJPY,Sell,0.150,146.57000,142.00000,146.59100,146.57500,0.0000,-17.4600,1.6,-15.82,-0.13,"[sl]",0,08:10:09:56,14.8,1d 5h ,164.6,1.70,82.4,84.87200000000001,-140.2,-144.406,37.0,63.7,-80.80,-83.22
,155878650,09/16/2025 10:14,09/17/2025 00:01,AUDNZD,Sell,0.100,1.11780,0.00000,1.11583,1.11934,0.0000,-0.2600,-35.1,-21.28,-0.17,"[sl]",0,00:13:46:18,7.3,1h 0m,39.6,7.80,4.5,2.6999999999999997,-35.1,-21.06,11.4,0.0,-39.60,-23.76
,155826424,09/04/2025 13:18,09/12/2025 11:50,EURSGD,Buy,0.150,0.00000,0.00000,1.50193,1.50352,0.0000,-2.6200,15.9,15.97,0.13,"",0,07:22:31:48,77.6,6d 3h ,110.2,0.41,77.9,91.143,-32.3,-37.791,70.7,43.7,-62.00,-72.54
