Date,AUDCAD,AUDJPY,AUDNZD,AUDUSD,BP.LSE,BTCUSD,DOTUSD,ETHUSD,EURAUD,EURUSD,GBPUSD,IT40,JGB10Y_H6,JP225,JPM.NYSE,Sugar_K6,Sugar_N6,USDCAD,USDJPY,UST10Y_H6,UST30Y_H6,USTEC,VIX_G6,VIX_H6,VIX_J6,VIX_K6,VIX_M6,XAGUSD,XAUUSD,XBRUSD,XOM.NYSE-24,XTIUSD,TOTAL
2026-05-25,0.0,0.0,0.0,0.0,0.0,0.0,-10.67,0.0,0.0,0.0,0.0,-1497.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3636.77,0.0,0.0,0.0,0.0,-325.0,0.0,0.0,-566.75,0.0,-565.34,-6601.9800000000005
