Date,AUDCAD,AUDJPY,AUDNZD,AUDUSD,BP.LSE,BTCUSD,ETHUSD,EURAUD,EURUSD,GBPUSD,IT40,JGB10Y_H6,JP225,JPM.NYSE,Sugar_K6,USDCAD,USDJPY,UST10Y_H6,UST30Y_H6,USTEC,VIX_G6,VIX_H6,VIX_J6,XAGUSD,XAUUSD,XBRUSD,XOM.NYSE-24,XTIUSD,TOTAL
2026-02-05,0.0,-140.77,-161.32,0.0,0.0,0.0,0.0,-180.08999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.29,0.0,0.0,0.0,0.0,0.0,0.0,-103.8,-13.42,0.0,0.0,0.0,-439.11
