Date,AUDCAD,AUDJPY,AUDNZD,AUDUSD,BP.LSE,BTCUSD,ETHUSD,EURAUD,EURUSD,GBPUSD,IT40,JGB10Y_H6,JP225,JPM.NYSE,Sugar_K6,USDCAD,USDJPY,UST10Y_H6,UST30Y_H6,USTEC,VIX_G6,VIX_H6,VIX_J6,XAGUSD,XAUUSD,XBRUSD,XOM.NYSE-24,XTIUSD,TOTAL
2026-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.6,0.0,-354.09999999999997,0.0,0.0,0.0,0.0,0.0,260.16999999999996,0.0,0.0,-139.53000000000003
