Date,USDMXN,EWZ.NYSE,XLU.NYSE,UNG.NYSE,WFC.NYSE,EWY.NYSE,ETHUSD,ENPH.NAS,AMD.NAS,TOTAL
2026-06-02,12.49,-300.44,-180.6,-386.91,-192.62,-1435.11,-179.08,2165.16,-282.13,-779.2400000000001
