Date,EURUSD,SCCO.NYSE,CHINA50,USDMXN,USTEC,EWZ.NYSE,XLU.NYSE,DAL.NYSE,UNG.NYSE,WFC.NYSE,EWY.NYSE,US500,ETHUSD,USDJPY,TOTAL
2026-03-28,-131.35,-384.56,-146.81,248.85,668.56,-203.11,-138.25,-454.97,-143.15,-130.77,605.6700000000001,-185.7,-144.54,14.87,-525.26
