date,ticker,period,period_label,fiscal_year,currency,is_sales_revenue_turnover,is_sales_and_services_revenues,is_cogs,is_cog_and_services_sold,is_gross_profit,is_operating_expn,is_sg_and_a_expense,is_operating_expenses_r_and_d,is_oper_income,is_nonop_income_loss,is_other_nonop_income_loss,is_pretax_income,is_inc_tax_exp,is_inc_bef_xo_item,is_ni_including_minority_int_ratio,is_net_income,is_earn_for_common,ebitda,ebitda_margin,ebita,ebit,gross_margin,oper_margin,profit_margin,is_depr_exp,is_avg_num_sh_for_eps,eps,eps_cont_ops,is_sh_for_diluted_eps,diluted_eps,dil_eps_cont_ops,div_per_shr,is_net_interest_expense,is_int_income,is_int_expense,is_other_operating_expenses,is_other_oper_income,is_xo_gl_net_of_tax,is_discontinued_operations,is_extraord_items_and_acctg_chng,bs_c_and_ce_and_sti_detailed,bs_cash_near_cash_item,bs_mkt_sec_other_st_invest,bs_acct_note_rcv,bs_accts_rec_excl_notes_rec,bs_loans_receivable,bs_other_current_receivable,bs_inventories,bs_other_inv,bs_other_current_assets_detailed,bs_cur_asset_report,bs_net_fix_asset,bs_gross_fix_asset,bs_lt_invest,bs_long_term_investments,bs_other_assets_def_chrg_other,bs_disclosed_intangibles,bs_goodwill,bs_other_intangible_assets_detailed,bs_other_noncurrent_assets_detailed,bs_tot_non_cur_asset,bs_tot_asset,bs_other_current_liabs_sub_detailed,bs_other_current_liabs_detailed,bs_cur_liab,bs_lt_borrow,bs_long_term_borrowings_detailed,bs_other_noncur_liabs_sub_detailed,bs_accrued_liabilities,bs_other_noncurrent_liabs_detailed,bs_non_cur_liab,bs_tot_liab,bs_eqty_bef_minority_int_detailed,bs_total_equity,bs_tot_liab_and_eqy,bs_sh_out,net_debt,net_debt_to_shrhldr_eqty,tce_ratio,cur_ratio,cash_conversion_cycle,bs_invtry_raw_materials,bs_invtry_in_progress,bs_invtry_finished_goods,bs_invtry_adj,bs_accum_depr,bs_acct_payable_and_accruals_detailed,bs_acct_payable,bs_taxes_payable,bs_accrual,bs_st_borrow,bs_short_term_debt_detailed,bs_st_deferred_revenue,bs_sh_cap_and_apic,bs_common_stock,bs_add_paid_in_cap,bs_amt_of_tsy_stock,bs_pure_retained_earnings,bs_other_ins_res_to_shrhldr_eqy,bs_deferred_tax_liabs_st,bs_minority_noncontrolling_interest,cf_net_inc,cf_depr_amort,cf_non_cash_items_detailed,cf_stock_based_compensation,cf_def_inc_tax,cf_asset_impairment_charge,cf_other_non_cash_adj_less_detailed,cf_chng_non_cash_work_cap,cf_inc_dec_in_ot_op_ast_liab_detail,cf_cash_from_oper,cf_acquis_fxd_and_intang_detailed,cf_purchase_of_fixed_prod_assets,cf_acquisition_of_intang_assets,cf_net_chg_in_lt_invest_detailed,cf_incr_invest,cf_nt_csh_rcvd_pd_for_acquis_div,cf_cash_for_divestitures,cf_other_investing_act_detailed,cf_cash_from_inv_act,cf_dvd_paid,cf_nt_csh_proc_pymt_debt,cf_proc_debt_and_capital_lease,cf_pymt_debt_and_capital_lease,cf_proc_fr_repurch_eqty_detailed,cf_incr_cap_stock,cf_decr_cap_stock,cf_cash_from_fin_act,cf_effect_foreign_exchanges,cf_net_chng_cash,cf_cap_expenditures,cf_net_cash_paid_for_aquis,cf_free_cash_flow,cf_free_cash_flow_firm,free_cash_flow_equity,pr_to_free_cash_flow,cash_flow_to_net_inc,cf_other_financing_act_excl_fx,free_cash_flow_per_sh,cf_decr_invest,cf_cash_for_acquis_subsidiaries,cf_disp_fxd_and_intangibles_detailed,cf_disposal_of_fixed_prod_assets,cf_net_cash_discont_ops_oper,revenue_per_sh,ebitda_per_sh,oper_inc_per_sh,cash_flow_per_sh,cash_st_investments_per_sh,tang_book_val_per_sh,book_val_per_sh,short_and_long_term_debt,enterprise_value,bs_tot_cap,tot_debt_to_tot_cap,total_debt_to_ev,diluted_ev,ttm_net_sales,ttm_ebitda,ttm_oper_inc,ttm_cash_flow_firm,ttm_free_cash_flow_firm,market_cap,ev_to_ttm_sales,ev_to_ttm_ebitda,ev_to_ttm_ebit,ev_to_ttm_cash_flow_firm,ev_to_ttm_free_cash_flow_firm,diluted_mkt_cap,ev_to_sh_out,bs_st_capital_lease_obligations,bs_lt_capital_lease_obligations,bs_pension_liabilities,bs_total_capital_leases,is_min_noncontrol_interest_credits,cf_acct_rcv_unbilled_rev,cf_change_in_accounts_payable,cf_net_cash_discontinued_ops_inv,cf_change_in_prepaid_assets,bs_pfd_eqty_and_hybrid_cptl,cf_change_in_inventories,is_tot_cash_pfd_dvd
2010-12-31,SHEL.L,quarterly,Q4,2010.0,USD,106836000000.0,106836000000.0,85432000000.0,85432000000.0,21404000000.0,8605000000.0,4301000000.0,422000000.0,12799000000.0,1538000000.0,4143000000.0,11261000000.0,4405000000.0,6856000000.0,6724000000.0,6790000000.0,6790000000.0,12799000000.0,9.361575749,9563000000.0,12799000000.0,20.03444532,11.98004418,6.355535587,3236000000.0,,,,,,,,-2605000000.0,2832000000.0,227000000.0,3882000000.0,,132000000.0,,132000000.0,13444000000.0,13444000000.0,,,70102000000.0,,-70102000000.0,29348000000.0,,70102000000.0,112894000000.0,142705000000.0,285525000000.0,,,66961000000.0,5039000000.0,,5039000000.0,61922000000.0,209666000000.0,322560000000.0,90601000000.0,90601000000.0,100552000000.0,34381000000.0,34381000000.0,37847000000.0,,31923000000.0,72228000000.0,172780000000.0,148013000000.0,149780000000.0,322560000000.0,2695808103.0,30888000000.0,20.62224596,45.58470148,1.122742462,12.58340109,1606000000.0,,27742000000.0,,142820000000.0,,76550000000.0,10306000000.0,-86856000000.0,9951000000.0,9951000000.0,,529000000.0,529000000.0,,,140179000000.0,,,1767000000.0,6856000000.0,,-646000000.0,,-468000000.0,,-178000000.0,-754000000.0,-754000000.0,5456000000.0,,,,6579000000.0,-92000000.0,,,-7576000000.0,-997000000.0,-2393000000.0,-268000000.0,120000000.0,-388000000.0,,,,-2081000000.0,-156000000.0,2378000000.0,,,5456000000.0,5594203712.0,5188000000.0,269.9829838,0.80353461,580000000.0,,6671000000.0,,,,,,,,,,,,44332000000.0,32655000000.0,186807000000.0,23.73144475,1.357586893,32655000000.0,377116000000.0,35304000000.0,35304000000.0,27716081520.0,27716081520.0,115000000.0,0.086591394,0.92496601,0.92496601,1.178196852,1.178196852,,,,,5924000000.0,,-66000000.0,,,,,,,
2010-12-31,SIE.DE,quarterly,Q1,2011.0,EUR,17603000000.0,17603000000.0,11955000000.0,11955000000.0,5648000000.0,3275000000.0,2411000000.0,864000000.0,2373000000.0,-226000000.0,-97000000.0,2599000000.0,753000000.0,1846000000.0,1753000000.0,1718000000.0,1718000000.0,2373000000.0,10.80654026,1758000000.0,2373000000.0,32.08543998,13.48065671,9.759700051,615000000.0,871194000.0,1.972006235,2.11893103,880400000.0,1.951385734,2.096774194,,-129000000.0,548000000.0,419000000.0,,,93000000.0,-93000000.0,186000000.0,18745000000.0,15662000000.0,3083000000.0,,15205000000.0,,-15205000000.0,15844000000.0,15844000000.0,18297000000.0,52886000000.0,,,,,52053000000.0,20932000000.0,16019000000.0,4913000000.0,31121000000.0,52053000000.0,104939000000.0,38791000000.0,38791000000.0,42842000000.0,15656000000.0,15656000000.0,14384000000.0,,7150000000.0,30040000000.0,72882000000.0,31292000000.0,32057000000.0,104939000000.0,872531106.0,4045000000.0,12.61814892,13.24294404,1.234442836,131.8920327,,,,,,,7572000000.0,1769000000.0,-9341000000.0,4051000000.0,4051000000.0,,8642000000.0,,8642000000.0,3168000000.0,25505000000.0,,,765000000.0,1846000000.0,,685000000.0,,,,685000000.0,-1123000000.0,-316000000.0,1408000000.0,-353000000.0,,-353000000.0,307000000.0,-264000000.0,-90000000.0,38000000.0,-35000000.0,-171000000.0,,101000000.0,113000000.0,-12000000.0,81000000.0,81000000.0,,231000000.0,51000000.0,1468000000.0,-353000000.0,90000000.0,1055000000.0,1352604463.0,1509000000.0,3.388455569,0.819557625,49000000.0,1.21098171,571000000.0,-128000000.0,,,,20.20560289,2.72384796,2.72384796,1.616172747,21.51644754,12.76983083,29.27591329,19707000000.0,51472177400.0,45977000000.0,42.86273572,0.382867036,55080840000.0,72780000000.0,7865000000.0,7865000000.0,10715226433.0,12167226433.0,49745177400.0,0.707229698,6.544459936,6.544459936,4.803648128,4.23039529,50270840000.0,59.08233688,,,7234000000.0,,35000000.0,-210000000.0,,,,,-597000000.0,
2010-12-31,TTE.PA,quarterly,Q4,2010.0,USD,44120412105.0,44120412105.0,29133632413.0,29133632413.0,14986779691.0,11521358462.0,,,3465421229.0,-2025432434.0,-1977290119.0,5490853663.0,3009779425.0,2481074238.0,2357569515.0,2419321877.0,2419321877.0,8555897774.0,19.46937917,3465421229.0,3465421229.0,33.96790505,7.854462512,5.483452582,5090476545.0,,,,,,,,-48142314.86,54298342.33,6156027.469,11521358462.0,,123504723.4,,123504723.4,20484106929.0,19269849714.0,1214257215.0,32973799707.0,24150817928.0,,8822981779.0,20747439819.0,2685197500.0,3206543423.0,77411889879.0,82924591036.0,188880000000.0,21420401649.0,21420401649.0,9382896662.0,2034845059.0,1199627610.0,835217449.1,7348051603.0,113728000000.0,191140000000.0,5226758878.0,4982045485.0,53794387552.0,27640643703.0,27640643703.0,28216518154.0,13229152813.0,12100013300.0,55857161857.0,109652000000.0,80348450592.0,81488229818.0,191140000000.0,2349640931.0,21208937359.0,26.02699483,42.0155006,1.439032832,38.53075828,4524537837.0,,14129538502.0,-591834020.5,105956000000.0,35729485304.0,24537837478.0,9622290198.0,1569357627.0,12838143370.0,12838143370.0,244713392.7,88325575209.0,7812209070.0,80513366139.0,4658864211.0,,-3318260407.0,,1139779226.0,2481074238.0,5090476545.0,-1319833577.0,,,,-1319833577.0,-2243243099.0,-2243243099.0,4008474107.0,-5647667301.0,-5647667301.0,,1716112308.0,,20133138.44,,-1396546576.0,-4625158580.0,-3307726507.0,-46759136.26,-46759136.26,,33839971.87,33839971.87,,-4691210877.0,93624411.55,-5307895351.0,-5647667301.0,-20133138.44,-1639193194.0,-1636411557.0,-1003142480.0,0.87013849,1.656858538,-1370565206.0,,1716112308.0,20133138.44,682809850.0,682809850.0,,,,,,,,,40478787073.0,21134459370.0,49430775369.0,81.88984852,1.915297967,22348716585.0,180912000000.0,35222413463.0,22814305099.0,23070370828.0,45163462024.0,,0.116821865,0.600028712,0.926368753,0.916086678,0.467954812,,,,232743715.9,2887352041.0,232743715.9,-61752361.69,,,,,,,
2010-12-31,VOW3.DE,quarterly,Q4,2010.0,EUR,34328000000.0,34328000000.0,28581000000.0,28581000000.0,5747000000.0,11080000000.0,4207000000.0,,-5333000000.0,-8883000000.0,-8883000000.0,3550000000.0,351000000.0,3198000000.0,2916000000.0,3057000000.0,3057000000.0,-5333000000.0,-0.525714286,-7978000000.0,-5333000000.0,16.74143556,-15.53542298,8.905266838,2645000000.0,,,,,,,,,,,6873000000.0,,282000000.0,,282000000.0,24171000000.0,18670000000.0,5501000000.0,,37047000000.0,,-37047000000.0,17620000000.0,2481000000.0,44145000000.0,85936000000.0,37660000000.0,102360000000.0,,,75797000000.0,13104000000.0,,13104000000.0,62693000000.0,113457000000.0,199393000000.0,52248000000.0,50171000000.0,76900000000.0,33277000000.0,33043000000.0,40504000000.0,,25072000000.0,73781000000.0,150681000000.0,45978000000.0,48712000000.0,199393000000.0,465232595.0,38999000000.0,80.06035474,19.11438679,1.117503251,78.27737583,2494000000.0,1837000000.0,10819000000.0,-11000000.0,64700000000.0,,12544000000.0,286000000.0,-12830000000.0,24652000000.0,24626000000.0,,10517000000.0,1191000000.0,9326000000.0,,35461000000.0,,2077000000.0,2734000000.0,,,4029000000.0,,,,4029000000.0,-3061000000.0,-4112000000.0,968000000.0,,,,,,,,-4594000000.0,-4594000000.0,,,,,,,,-967000000.0,134000000.0,-4593000000.0,,,968000000.0,968000000.0,968000000.0,1.605307143,0.316650311,-967000000.0,,,,,,,,,,,,,,57929000000.0,36492000000.0,97315000000.0,59.52730823,1.587443823,41993000000.0,126875000000.0,-667000000.0,-667000000.0,12035551268.0,14523551268.0,,0.287621675,,,3.032017328,2.512608613,,,26000000.0,234000000.0,15432000000.0,260000000.0,-141000000.0,1777000000.0,,,,,-726000000.0,
2011-03-31,ABI.BR,quarterly,Q1,2011.0,USD,9003000000.0,9003000000.0,3899000000.0,3899000000.0,5104000000.0,2349000000.0,2454000000.0,,2755000000.0,857000000.0,99000000.0,1898000000.0,427000000.0,1471000000.0,457000000.0,964000000.0,964000000.0,2755000000.0,30.92256512,2755000000.0,2755000000.0,56.69221371,30.60091081,10.70754193,,1591000000.0,0.605908234,0.924575739,1591000000.0,0.605908234,0.924575739,,758000000.0,,758000000.0,-105000000.0,,1014000000.0,,1014000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587469968.4,,,,,,,,,,,5.658705217,1.731615336,1.731615336,,,,,,67529175317.0,,,,67529175317.0,36973000000.0,11433000000.0,11433000000.0,323867228.7,323867228.7,67529175317.0,1.826445658,5.906514066,5.906514066,208.508825,208.508825,67529175317.0,42.4444848,,,,,-507000000.0,,,,,,,
2011-03-31,AIR.PA,quarterly,Q1,2011.0,EUR,9854000000.0,9854000000.0,8515000000.0,8515000000.0,1339000000.0,1158000000.0,589000000.0,650000000.0,181000000.0,197000000.0,150000000.0,-16000000.0,-5000000.0,-12000000.0,-10000000.0,-11000000.0,-11000000.0,181000000.0,2.685613855,-227000000.0,181000000.0,13.5883905,1.836817536,-0.111629795,408000000.0,810699249.0,-0.013568534,-0.014802037,811954947.0,-0.01354755,-0.014779145,,47000000.0,99000000.0,146000000.0,-81000000.0,,-2000000.0,,-2000000.0,10646000000.0,4958000000.0,5688000000.0,,6091000000.0,,-6091000000.0,22564000000.0,22564000000.0,10317000000.0,43527000000.0,,,,,41620000000.0,11246000000.0,,11246000000.0,30374000000.0,41620000000.0,85147000000.0,44900000000.0,44900000000.0,44900000000.0,,,29445000000.0,,29445000000.0,29445000000.0,74345000000.0,10707000000.0,10802000000.0,85147000000.0,810835530.0,-4958000000.0,-45.89890761,-0.600803778,0.969420935,175.4289214,,,,,,,8617000000.0,229000000.0,-8846000000.0,,,,817000000.0,817000000.0,,126000000.0,,,,95000000.0,,,485000000.0,,-45000000.0,,530000000.0,187000000.0,187000000.0,672000000.0,-367000000.0,,-367000000.0,-371000000.0,-371000000.0,-7000000.0,15000000.0,3000000.0,-742000000.0,,44000000.0,44000000.0,,,,,37000000.0,-39000000.0,-33000000.0,-367000000.0,7000000.0,305000000.0,,716000000.0,1.052892361,-61.09090909,-7000000.0,0.376218432,,-22000000.0,,,,12.1549391,0.223264053,0.223264053,0.828914053,13.13187352,-0.547675356,1.007771996,,3166031293.0,912000000.0,,,8875277703.0,46656000000.0,1253000000.0,1253000000.0,11219781250.0,13956781250.0,13717031293.0,0.067859038,2.526760809,2.526760809,0.282182979,0.226845376,13738277703.0,3.905309271,,,,,1000000.0,,,,,,,
2011-03-31,ALV.DE,quarterly,Q1,2011.0,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,451557793.0,,,451562042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22948167040.0,,,,22948382974.0,,,,,,22948167040.0,,,,,,22948382974.0,50.82,,,,,,,,,,,,
2011-03-31,ASML.AS,quarterly,Q1,2011.0,EUR,1452200000.0,1452200000.0,802600000.0,802600000.0,649600000.0,199800000.0,54400000.0,145400000.0,449800000.0,-1900000.0,-1900000.0,451700000.0,56700000.0,395000000.0,395000000.0,395000000.0,395000000.0,489000000.0,32.95192837,449800000.0,449800000.0,44.73213056,30.97369508,27.20011018,39200000.0,336182000.0,1.174958802,1.174958802,339262000.0,1.164291904,1.164291904,,,,,,,,,,2699500000.0,2699500000.0,,1018800000.0,1018800000.0,,,1565600000.0,1565600000.0,383800000.0,5667700000.0,,,,,1289000000.0,145600000.0,133300000.0,12300000.0,1143400000.0,1289000000.0,6956700000.0,1862100000.0,1862100000.0,2441700000.0,695600000.0,695600000.0,767500000.0,177300000.0,590200000.0,1463100000.0,3904800000.0,3051900000.0,3051900000.0,6956700000.0,336176588.0,-2003900000.0,-65.66073593,42.6700533,2.321210632,228.1823262,,,,,,579600000.0,,,579600000.0,,,,,,,,,,,,395000000.0,39200000.0,61200000.0,3000000.0,47000000.0,300000.0,10900000.0,605200000.0,605200000.0,1100600000.0,-66700000.0,-66700000.0,,,,,,,-66700000.0,,-600000.0,,-600000.0,-121400000.0,21100000.0,-142500000.0,-272000000.0,-12200000.0,761900000.0,-66700000.0,,1033900000.0,1033900000.0,1033300000.0,2.481620909,2.786329114,-150000000.0,3.075417482,,,,,,4.319683981,1.454569251,1.337965745,3.273821918,8.029876674,8.645019662,,695600000.0,5126520220.0,695600000.0,100.0,0.135686581,5191847020.0,5218338000.0,1719543000.0,1563599000.0,2006828839.0,2177056839.0,7130420220.0,0.982404785,2.981327143,3.278666858,2.554537846,2.354793925,7195747020.0,15.24924065,,,,,,,,,,,,
2011-03-31,BNP.PA,quarterly,Q1,2011.0,EUR,11685000000.0,11685000000.0,,,,6728000000.0,,,4038000000.0,-71000000.0,-71000000.0,4109000000.0,1175000000.0,2934000000.0,2298000000.0,2616000000.0,2616000000.0,4038000000.0,16.40875868,4038000000.0,4038000000.0,100.0,34.55712452,22.38767651,,1199900000.0,2.180181682,2.445203767,1199900000.0,2.180181682,2.445203767,,,,,6728000000.0,-10766000000.0,636000000.0,,636000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.738311526,3.36528044,3.36528044,,,,,,32637280000.0,,,,32637280000.0,65398000000.0,10731000000.0,10731000000.0,,,32637280000.0,0.49905624,3.041401547,3.041401547,,,32637280000.0,27.2,,,,,-318000000.0,,,,,,,
2011-03-31,ENI.MI,quarterly,Q1,2011.0,EUR,29012000000.0,29012000000.0,20103000000.0,20103000000.0,8909000000.0,3243000000.0,1119000000.0,,5666000000.0,-180000000.0,-460000000.0,5846000000.0,2887000000.0,2959000000.0,2135000000.0,2547000000.0,2547000000.0,7773000000.0,25.024377,5666000000.0,5666000000.0,30.7079829,19.52984972,8.779125879,2107000000.0,3638571429.0,0.7,0.813231252,3638571429.0,0.7,0.813231252,,280000000.0,3117000000.0,3397000000.0,2124000000.0,,824000000.0,,824000000.0,1931000000.0,1549000000.0,382000000.0,25041000000.0,23636000000.0,,1405000000.0,6589000000.0,6589000000.0,1350000000.0,34911000000.0,,,7613000000.0,7613000000.0,89336000000.0,11172000000.0,,11172000000.0,78164000000.0,96949000000.0,131860000000.0,1620000000.0,1620000000.0,34847000000.0,20305000000.0,20305000000.0,20980000000.0,5924000000.0,14024000000.0,41285000000.0,76132000000.0,51206000000.0,55728000000.0,131860000000.0,3622495143.0,26234000000.0,47.07507895,36.91833488,1.0018366,6.347722676,,,,,,25749000000.0,22575000000.0,3174000000.0,,7478000000.0,7478000000.0,,4005000000.0,,4005000000.0,6756000000.0,55768000000.0,,,4522000000.0,2959000000.0,2107000000.0,848000000.0,,2887000000.0,17000000.0,-2056000000.0,-1729000000.0,364000000.0,4185000000.0,-2875000000.0,-2533000000.0,-342000000.0,-48000000.0,-49000000.0,,,-236000000.0,-3152000000.0,,-637000000.0,771000000.0,-1408000000.0,7000000.0,7000000.0,,-632000000.0,-22000000.0,401000000.0,-2875000000.0,,1310000000.0,3029418919.0,1022000000.0,0.549832488,1.643109541,-2000000.0,0.360031409,1000000.0,,7000000.0,7000000.0,,7.97345897,2.136277974,1.557204554,1.150176678,0.530702788,12.24546525,15.32689438,27783000000.0,57190271432.0,88073000000.0,31.54542255,0.485799408,57572271432.0,99479000000.0,24894000000.0,16013000000.0,17508212239.0,27146212239.0,26816271432.0,0.574897933,2.297351628,3.571490129,3.266482645,2.106749587,26816271432.0,15.7177817,,,1032000000.0,,-412000000.0,-601000000.0,-1222000000.0,,,,-270000000.0,
2011-03-31,IBE.MC,quarterly,Q1,2011.0,EUR,8483700000.0,8483700000.0,5228000000.0,5228000000.0,3255700000.0,1776700000.0,486000000.0,,1479000000.0,74300000.0,-152200000.0,1404700000.0,325600000.0,1079100000.0,950500000.0,1014800000.0,1014800000.0,1479000000.0,15.28442173,808600000.0,1479000000.0,38.37594446,17.43343117,11.96176197,670400000.0,5822196000.0,0.174298495,0.185342438,5822196000.0,0.174298495,0.185342438,,226500000.0,598300000.0,824800000.0,1290700000.0,,128600000.0,,128600000.0,8474000000.0,3138000000.0,5336000000.0,8324000000.0,8324000000.0,,,1823000000.0,1823000000.0,290000000.0,18911000000.0,,,2567000000.0,2567000000.0,72721000000.0,18168000000.0,,18168000000.0,54553000000.0,75288000000.0,94200000000.0,,,10988000000.0,39751000000.0,39751000000.0,9072000000.0,4872000000.0,4200000000.0,48823000000.0,59811000000.0,31793000000.0,34389000000.0,94200000000.0,5456280585.0,47481000000.0,138.0703132,21.33443813,1.721059337,79.36446319,,,,,,120000000.0,120000000.0,,,10868000000.0,10868000000.0,,19035000000.0,4367000000.0,14668000000.0,389000000.0,1015000000.0,14095000000.0,,2596000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633616914.6,,,,,,,,,,,1.457130608,0.254027862,0.254027862,,1.45546457,2.786062166,0.924393476,50619000000.0,64478244440.0,58597000000.0,86.38496851,0.785055493,69814244440.0,31226834000.0,4772841000.0,4772841000.0,405532293.7,405532293.7,19737244440.0,2.064834509,13.5094055,13.5094055,158.9965718,158.9965718,19737244440.0,11.07455751,,,,,-64300000.0,,,,,,,
2011-03-31,ISP.MI,quarterly,Q1,2011.0,EUR,4219000000.0,4219000000.0,,,,2256000000.0,721000000.0,,,-1264000000.0,-1264000000.0,1264000000.0,496000000.0,768000000.0,644000000.0,661000000.0,661000000.0,,,-149000000.0,,100.0,,15.66721972,149000000.0,13220000000.0,0.05,0.058093797,13220000000.0,0.05,0.058093797,0.000832073,,,,1535000000.0,-2256000000.0,124000000.0,,124000000.0,5435000000.0,5435000000.0,,,,,,,,-5435000000.0,,,,173399000000.0,173399000000.0,-173399000000.0,25593000000.0,,25593000000.0,-198992000000.0,,644717000000.0,,,,182409000000.0,,-182409000000.0,,-182409000000.0,,589254000000.0,54462000000.0,55463000000.0,644717000000.0,12676334111.0,-5435000000.0,-9.799325677,4.82455857,,,,,,,,,,716000000.0,-716000000.0,,,,39749000000.0,6647000000.0,33102000000.0,13000000.0,661000000.0,,,1001000000.0,681000000.0,,3108000000.0,,102000000.0,,3006000000.0,-3876000000.0,-3876000000.0,-87000000.0,-274000000.0,-92000000.0,-182000000.0,838000000.0,,219000000.0,329000000.0,,783000000.0,-11000000.0,,,,,,,-14000000.0,-5000000.0,682000000.0,-274000000.0,-219000000.0,-361000000.0,-361000000.0,-179000000.0,-2.723617024,-0.131618759,-3000000.0,-0.02730711,838000000.0,-110000000.0,,,,0.31913767,,,-0.006580938,0.411119516,2.259455371,0.55279879,182409000000.0,190372000000.0,190718000000.0,95.64330582,0.958172424,190372000000.0,15597000000.0,,,-2653000000.0,-2229000000.0,12396790600.0,12.20566715,,,,,12396790600.0,14.40028673,,,,,-17000000.0,,,,,,,
2011-03-31,SAN.MC,quarterly,Q1,2011.0,EUR,10297000000.0,10297000000.0,,,,,4313000000.0,,,-3243000000.0,-3243000000.0,3243000000.0,888000000.0,2355000000.0,1867000000.0,2108000000.0,2108000000.0,,,-510000000.0,,100.0,,20.47198213,510000000.0,9292993764.0,0.226837557,0.25341672,9364204444.0,0.225112556,0.251489597,,,,,-4313000000.0,,488000000.0,-6000000.0,494000000.0,188410000000.0,188410000000.0,,,,,,,,-188410000000.0,,,,219253000000.0,219253000000.0,-219253000000.0,40897000000.0,23856000000.0,17041000000.0,-260150000000.0,,1208560000000.0,,,,26431000000.0,26431000000.0,-26431000000.0,,-26431000000.0,,1128810000000.0,73777000000.0,79753000000.0,1208560000000.0,8807241280.0,-161979000000.0,-203.1008238,3.327663904,,,,,,,,,,,,,,,4220000000.0,4220000000.0,,,2108000000.0,74592000000.0,,5976000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.108039052,,,,20.27441369,4.18121447,0.680943102,26431000000.0,-118924000000.0,38735000000.0,68.23544598,-0.22225127,-118640000000.0,56649452000.0,,,,,37079045118.0,,,,,,37363175732.0,,,,,,-241000000.0,,,,,,,
2011-03-31,SAN.PA,quarterly,Q1,2011.0,EUR,8192000000.0,8192000000.0,2364000000.0,2364000000.0,5828000000.0,3871000000.0,1933000000.0,1100000000.0,1957000000.0,677000000.0,599000000.0,1280000000.0,269000000.0,1296000000.0,1140000000.0,1218000000.0,1218000000.0,1957000000.0,21.98631825,1221000000.0,1957000000.0,71.14257813,23.88916016,14.86816406,736000000.0,1305200000.0,0.933190316,0.992951272,1305200000.0,0.933190316,0.992951272,,78000000.0,23000000.0,101000000.0,838000000.0,,156000000.0,,156000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79774218.75,,,,,,,,,,,6.276432731,1.499387067,1.499387067,,,,,,37655020000.0,,,,37655020000.0,32452000000.0,7135000000.0,7135000000.0,108530273.4,108530273.4,37655020000.0,1.160329718,5.277508059,5.277508059,346.9540692,346.9540692,37655020000.0,28.85,,,,,-78000000.0,,,,,,,
2011-03-31,SAP.DE,quarterly,Q1,2011.0,EUR,3024000000.0,3024000000.0,1072000000.0,1072000000.0,1952000000.0,1352000000.0,854000000.0,498000000.0,600000000.0,17000000.0,3000000.0,583000000.0,180000000.0,403000000.0,403000000.0,403000000.0,403000000.0,778000000.0,32.4601279,600000000.0,600000000.0,64.55026455,19.84126984,13.32671958,178000000.0,1188000000.0,0.339225589,0.339225589,1189000000.0,0.338940286,0.338940286,,14000000.0,29000000.0,43000000.0,,,,,,4729000000.0,4477000000.0,252000000.0,3214000000.0,3214000000.0,,,,,345000000.0,8288000000.0,,,446000000.0,446000000.0,12876000000.0,10482000000.0,8264000000.0,2218000000.0,2394000000.0,13322000000.0,21610000000.0,5200000000.0,2427000000.0,6212000000.0,3906000000.0,3906000000.0,1403000000.0,619000000.0,784000000.0,5309000000.0,11521000000.0,10079000000.0,10089000000.0,21610000000.0,1188593197.0,-430000000.0,-4.262067598,-3.531631919,1.334191887,27.81342376,,,,,,871000000.0,794000000.0,77000000.0,,141000000.0,141000000.0,2773000000.0,1614000000.0,,1614000000.0,1406000000.0,10159000000.0,,,10000000.0,403000000.0,178000000.0,-2000000.0,,,,-2000000.0,1013000000.0,1839000000.0,1592000000.0,-141000000.0,-141000000.0,,24000000.0,-79000000.0,,,,-107000000.0,,-502000000.0,2000000.0,-504000000.0,12000000.0,170000000.0,-158000000.0,-511000000.0,-15000000.0,974000000.0,-141000000.0,,1451000000.0,1480723842.0,959000000.0,7.461846285,3.950372208,-21000000.0,1.221380471,103000000.0,,10000000.0,10000000.0,,2.545454545,0.654882155,0.505050505,1.34006734,3.980639731,-0.330808081,8.551346801,4047000000.0,40017000000.0,14216000000.0,28.46792347,0.101132019,40303250000.0,12979000000.0,4213000000.0,3612000000.0,3773029160.0,4123029160.0,40689000000.0,3.083211341,9.498457156,11.07890365,10.60606698,9.705728107,40723250000.0,33.68434343,,,,,,-233000000.0,-593000000.0,,,,,
