date,ticker,period,period_label,fiscal_year,currency,is_sales_revenue_turnover,is_sales_and_services_revenues,is_cogs,is_cog_and_services_sold,is_gross_profit,is_operating_expn,is_other_operating_expenses,is_oper_income,is_nonop_income_loss,is_net_interest_expense,is_int_expense,is_other_nonop_income_loss,is_pretax_income,is_inc_tax_exp,is_inc_bef_xo_item,is_xo_gl_net_of_tax,is_extraord_items_and_acctg_chng,is_ni_including_minority_int_ratio,is_min_noncontrol_interest_credits,is_net_income,is_earn_for_common,is_avg_num_sh_for_eps,eps,eps_cont_ops,is_sh_for_diluted_eps,diluted_eps,dil_eps_cont_ops,ebitda,ebitda_margin,ebita,ebit,gross_margin,oper_margin,profit_margin,is_discontinued_operations,bs_c_and_ce_and_sti_detailed,bs_cash_near_cash_item,bs_mkt_sec_other_st_invest,bs_accts_rec_excl_notes_rec,bs_other_current_receivable,bs_inventories,bs_invtry_raw_materials,bs_invtry_in_progress,bs_invtry_finished_goods,bs_other_inv,bs_other_current_assets_detailed,bs_cur_asset_report,bs_net_fix_asset,bs_gross_fix_asset,bs_accum_depr,bs_other_assets_def_chrg_other,bs_disclosed_intangibles,bs_goodwill,bs_other_intangible_assets_detailed,bs_other_noncurrent_assets_detailed,bs_tot_non_cur_asset,bs_tot_asset,bs_acct_payable,bs_accrual,bs_st_borrow,bs_short_term_debt_detailed,bs_st_capital_lease_obligations,bs_other_current_liabs_sub_detailed,bs_other_current_liabs_detailed,bs_cur_liab,bs_lt_borrow,bs_long_term_borrowings_detailed,bs_lt_capital_lease_obligations,bs_other_noncur_liabs_sub_detailed,bs_other_noncurrent_liabs_detailed,bs_non_cur_liab,bs_tot_liab,bs_sh_cap_and_apic,bs_common_stock,bs_add_paid_in_cap,bs_pure_retained_earnings,bs_eqty_bef_minority_int_detailed,bs_minority_noncontrolling_interest,bs_total_equity,bs_tot_liab_and_eqy,bs_sh_out,bs_total_capital_leases,net_debt,net_debt_to_shrhldr_eqty,tce_ratio,cur_ratio,cash_conversion_cycle,cf_free_cash_flow_firm,revenue_per_sh,ebitda_per_sh,oper_inc_per_sh,cash_st_investments_per_sh,book_val_per_sh,tang_book_val_per_sh,market_cap,enterprise_value,ev_to_ttm_sales,ev_to_ttm_ebitda,ev_to_ttm_ebit,ev_to_ttm_cash_flow_firm,ev_to_ttm_free_cash_flow_firm,diluted_mkt_cap,diluted_ev,ev_to_sh_out,ttm_net_sales,ttm_ebitda,ttm_oper_inc,ttm_cash_flow_firm,ttm_free_cash_flow_firm,short_and_long_term_debt,bs_tot_cap,tot_debt_to_tot_cap,total_debt_to_ev,is_sg_and_a_expense,is_int_income,div_per_shr,is_depr_exp,bs_taxes_payable,bs_pension_liabilities,cf_net_inc,cf_non_cash_items_detailed,cf_def_inc_tax,cf_other_non_cash_adj_less_detailed,cf_chng_non_cash_work_cap,cf_acct_rcv_unbilled_rev,cf_change_in_inventories,cf_inc_dec_in_ot_op_ast_liab_detail,cf_cash_from_oper,cf_disp_fxd_and_intangibles_detailed,cf_disposal_of_fixed_prod_assets,cf_acquis_fxd_and_intang_detailed,cf_purchase_of_fixed_prod_assets,cf_acquisition_of_intang_assets,cf_net_chg_in_lt_invest_detailed,cf_decr_invest,cf_incr_invest,cf_other_investing_act_detailed,cf_cash_from_inv_act,cf_dvd_paid,cf_other_financing_act_excl_fx,cf_cash_from_fin_act,cf_effect_foreign_exchanges,cf_net_chng_cash,cf_cap_expenditures,cf_free_cash_flow,free_cash_flow_equity,free_cash_flow_per_sh,pr_to_free_cash_flow,cash_flow_to_net_inc,cf_proc_fr_repurch_eqty_detailed,cf_decr_cap_stock,cf_nt_csh_proc_pymt_debt,cf_pymt_debt_and_capital_lease,cf_nt_csh_rcvd_pd_for_acquis_div,cf_cash_for_acquis_subsidiaries,cf_net_cash_paid_for_aquis,cf_proc_debt_and_capital_lease,cash_flow_per_sh,bs_acct_note_rcv,bs_loans_receivable,bs_lt_invest,bs_long_term_investments,bs_acct_payable_and_accruals_detailed,bs_st_deferred_revenue,bs_accrued_liabilities,bs_other_ins_res_to_shrhldr_eqy,bs_deferred_tax_liabs_st,cf_depr_amort,cf_stock_based_compensation,cf_change_in_prepaid_assets,cf_change_in_accounts_payable,cf_asset_impairment_charge,cf_incr_cap_stock,cf_net_cash_discontinued_ops_inv,bs_amt_of_tsy_stock,is_other_oper_income,bs_invtry_adj,cf_cash_for_divestitures,is_operating_expenses_r_and_d,bs_pfd_eqty_and_hybrid_cptl
2010-09-30,TATAMOTORS.NS,quarterly,Q2,2011,INR,287820000000.0,287820000000.0,184495500000.0,184495500000.0,103324500000.0,74256700000.0,49691800000.0,29067800000.0,3840900000.0,,,3840900000.0,25226900000.0,3131000000.0,22342700000.0,225600000.0,225600000.0,22117100000.0,-112800000.0,22229900000.0,22229900000.0,2887218955.0,7.699416063164493,7.738484800852245,3135408583.0,7.089953162892136,7.125929335379382,29067800000.0,9.242057724921446,18119200000.0,29067800000.0,35.89899937460913,10.099298172468904,7.723542491835175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7898463569212917,,99.68762483412,10.06775047304994,10.06775047304994,,,,591735524827.25,591735524827.25,0.5332553803132076,5.769877187363489,5.769877187363489,,,642601989085.85,642601989085.85,204.95,1109666300000.0,102556000000.0,102556000000.0,,,,,,,22742000000.0,,,10948600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1822900000.0,
2010-12-31,HDFCBANK.NS,quarterly,Q3,2011,INR,39045100000.0,39045100000.0,,,,,-7250500000.0,,-16068200000.0,,,-16068200000.0,16068200000.0,5189900000.0,10878300000.0,,,10878300000.0,,10878300000.0,10878300000.0,9258127660.0,1.1749999999459937,1.1749999999459937,9459391304.0,1.150000000042286,1.150000000042286,,,,,100.0,,27.8608583407393,,159946600000.0,159946600000.0,,,,,,,,,-159946600000.0,,,,,-630136600000.0,,,,-630136600000.0,,2498200200000.0,,,,,,,,,134356000000.0,134356000000.0,,-134356000000.0,-134356000000.0,,2247674900000.0,250496200000.0,4643300000.0,245852900000.0,,250525300000.0,,250525300000.0,2498200200000.0,9286599220.0,,-25590600000.0,-10.214776711174482,10.028231524439072,,,,4.217386218241022,,,17.276344189014996,0.5015376942858012,27.060039481028284,1947169409451.2,1921578809451.2,11.837148762193642,,,,,1989499179057.28,1963908579057.28,207.5558773890573,162334600000.0,,,,,134356000000.0,138999300000.0,96.659479580113,0.0699195886940343,7250500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630136600000.0,630136600000.0,,,,,,,,,,,,,,,,,,
2010-12-31,INFY.NS,quarterly,Q3,2011,USD,1585000000.0,1585000000.0,906000000.0,906000000.0,679000000.0,200000000.0,,479000000.0,-65000000.0,-61000000.0,,-4000000.0,544000000.0,147000000.0,397000000.0,,,397000000.0,,397000000.0,397000000.0,4569974408.0,0.0868713836351094,0.0868713836351094,4571047104.0,0.0868509973683264,0.0868509973683264,527000000.0,33.04272013949433,479000000.0,479000000.0,42.8391167192429,30.22082018927445,25.04731861198738,,3565000000.0,3314000000.0,251000000.0,969000000.0,219000000.0,,,,,,186000000.0,4939000000.0,1057000000.0,1833000000.0,776000000.0,556000000.0,195000000.0,184000000.0,11000000.0,361000000.0,1619000000.0,6558000000.0,6000000.0,28000000.0,,,,575000000.0,447000000.0,791000000.0,,,,72000000.0,14000000.0,72000000.0,863000000.0,763000000.0,64000000.0,699000000.0,4892000000.0,5695000000.0,,5695000000.0,6558000000.0,4570368744.0,,-3314000000.0,-58.19139596136962,86.43721515008643,6.243994943109987,53.37791673866048,270000000.0,0.3468290757220363,0.1153179324325004,0.1048145913380791,0.7800918958669144,1.084469967998998,1.2035078337357727,31387292580.17724,27822292580.17724,4.8513151839890565,14.681948591122554,16.318060164326827,20.352810958432507,17.631364119250467,31394660022.57312,28080660022.57312,6.088063104133085,5735000000.0,1895000000.0,1705000000.0,1367000000.0,1578000000.0,,4956000000.0,,,200000000.0,61000000.0,0.112692097158895,48000000.0,182000000.0,55000000.0,397000000.0,-37000000.0,147000000.0,-184000000.0,-45000000.0,-36000000.0,,15000000.0,363000000.0,,,-93000000.0,-93000000.0,,193000000.0,274000000.0,-81000000.0,-4000000.0,96000000.0,-515000000.0,-86000000.0,-599000000.0,27000000.0,-140000000.0,-93000000.0,270000000.0,270000000.0,0.0590812936561197,14.920803641027604,0.9143576826196472,2000000.0,,,,,,,,0.079431517026561,1188000000.0,,6000000.0,6000000.0,216000000.0,128000000.0,3000000.0,,,48000000.0,,-22000000.0,-2000000.0,,2000000.0,,,,,,,
2010-12-31,SBIN.NS,quarterly,Q2,2011,INR,199399700000.0,199399700000.0,,,,115078000000.0,115078000000.0,,-61319500000.0,,,-61319500000.0,61319500000.0,23254600000.0,38064900000.0,1920200000.0,1920200000.0,36144700000.0,-960100000.0,37104800000.0,37104800000.0,6350299504.0,5.842999999705211,5.994189719086988,6350299504.0,5.842999999705211,5.994189719086988,,,,,100.0,,18.608252670390176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.400046544954268,,,,,,1521087240193.12,1521087240193.12,1.9739775334077057,,,,,1521087240193.12,1521087240193.12,239.53000000000003,770569682000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-115078000000.0,,,,
2010-12-31,TATAMOTORS.NS,quarterly,Q3,2011,INR,316852000000.0,316852000000.0,202423500000.0,202423500000.0,114428500000.0,81930000000.0,54327300000.0,32498500000.0,5221200000.0,,,5221200000.0,27277300000.0,3188600000.0,24352000000.0,216400000.0,216400000.0,24135600000.0,-108200000.0,24243800000.0,24243800000.0,3110413684.0,7.794397293424459,7.829183663017861,3332948721.0,7.273979298645201,7.306443044432306,32498500000.0,10.154485668941932,20111000000.0,32498500000.0,36.11417949074016,10.256681352808252,7.651458725209245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.86812179675326,10.448288652783589,10.448288652783589,,,,759531917495.96,759531917495.96,0.6513572423816358,6.414477932386558,6.414477932386558,,,813872748180.99,813872748180.99,244.19,1166075800000.0,118409000000.0,118409000000.0,,,,,,,24265800000.0,,,12387500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3336900000.0,
2011-03-31,HDFCBANK.NS,quarterly,Q4,2011,INR,47573900000.0,47573900000.0,,,,,-41226300000.0,,-21694300000.0,,,-21694300000.0,21694300000.0,8283800000.0,13410500000.0,330400000.0,330400000.0,13080100000.0,,13080100000.0,13080100000.0,,,,,,,,,,,100.0,,27.4942773243312,,1022469200000.0,393764300000.0,628704900000.0,19752600000.0,6666500000.0,,,,,,-1048888300000.0,,22881200000.0,46799300000.0,23918100000.0,-689803000000.0,81340800000.0,74937900000.0,6402900000.0,-771143800000.0,,2920236300000.0,72372700000.0,72628300000.0,76686700000.0,76686700000.0,,-221687700000.0,-221687700000.0,,93287200000.0,93287200000.0,,-93287200000.0,-98722700000.0,,2572406500000.0,240030100000.0,4652200000.0,235377900000.0,71946100000.0,346491700000.0,1338100000.0,347829800000.0,2920236300000.0,9304513680.0,,-223790400000.0,-64.3390531806073,9.387066202331154,,,,,,,,,,,-851157200000.0,,,,,,,-222452300000.0,,158018300000.0,,,,,169973900000.0,247910300000.0,68.56266157557793,-0.1996974236956463,41226300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26419100000.0,,666921800000.0,666921800000.0,145001000000.0,,5435500000.0,34515500000.0,,,,,,,,,,,,,,
2011-03-31,INFY.NS,quarterly,Q4,2011,USD,1602000000.0,1602000000.0,936000000.0,936000000.0,666000000.0,202000000.0,,464000000.0,-92000000.0,,,-92000000.0,556000000.0,154000000.0,402000000.0,,,402000000.0,,402000000.0,402000000.0,,,,,,,513000000.0,32.577387849693764,464000000.0,464000000.0,41.57303370786517,28.963795255930087,25.0936329588015,,3784000000.0,3737000000.0,47000000.0,1043000000.0,279000000.0,,,,,,206000000.0,5312000000.0,1086000000.0,1816000000.0,730000000.0,607000000.0,196000000.0,185000000.0,11000000.0,411000000.0,1698000000.0,7010000000.0,10000000.0,31000000.0,,,,592000000.0,476000000.0,816000000.0,,,,72000000.0,14000000.0,72000000.0,888000000.0,766000000.0,64000000.0,702000000.0,5294000000.0,6122000000.0,,6122000000.0,7010000000.0,4593212472.0,,-3737000000.0,-61.042143090493305,86.96800704432052,6.509803921568627,54.38657792947316,182000000.0,,,,,,,,-3784000000.0,,,,,,,-3737000000.0,,6041000000.0,1968000000.0,1779000000.0,1298000000.0,1532000000.0,,5358000000.0,,,202000000.0,,,49000000.0,183000000.0,58000000.0,402000000.0,-77000000.0,,-77000000.0,-118000000.0,-129000000.0,,20000000.0,256000000.0,,,-74000000.0,-74000000.0,,215000000.0,256000000.0,-41000000.0,9000000.0,150000000.0,-117000000.0,117000000.0,,17000000.0,406000000.0,-74000000.0,182000000.0,182000000.0,,14.53433488972922,0.6368159203980099,,,,,,,,,,1322000000.0,,5000000.0,5000000.0,224000000.0,116000000.0,,,,49000000.0,,-12000000.0,3000000.0,,,,,,,,,
2011-03-31,SBIN.NS,quarterly,Q3,2011,INR,215047200000.0,215047200000.0,,,,121161500000.0,121161500000.0,,-40021400000.0,,,-40021400000.0,40021400000.0,25329000000.0,14692400000.0,4479600000.0,4479600000.0,10212800000.0,-2239800000.0,12452600000.0,12452600000.0,,,,,,,,,,,100.0,,5.790635730202485,,1553274548000.0,1553274548000.0,,,,,,,,,-1553274548000.0,,64868324000.0,178889614000.0,114021290000.0,-4255532815000.0,,,,-4255532815000.0,,16478982505000.0,482523193000.0,-482523193000.0,,,,,,,1424707700000.0,,,-1424707700000.0,-1424707700000.0,,15614498304000.0,212935819000.0,6349990000.0,206585829000.0,5229229000.0,834712523000.0,29771678000.0,864484201000.0,16478982505000.0,6349981150.0,,-1553274548000.0,-179.67645287250312,5.245980452601979,,,,,,,,,,,-98795170000.0,,,,,,,-98795170000.0,,824969882000.0,,,,,1424707700000.0,1466058597000.0,97.17945127946342,-14.420823406650346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4190664491000.0,4190664491000.0,,,,,,,,,,,,,,-121161500000.0,,,,
2011-03-31,TATAMOTORS.NS,quarterly,Q4,2011,INR,356906400000.0,356906400000.0,276581800000.0,276581800000.0,80324600000.0,82772400000.0,59019300000.0,-2447800000.0,-13725200000.0,,,-13725200000.0,11277400000.0,3507500000.0,7104000000.0,126400000.0,126400000.0,6977600000.0,-63200000.0,7040800000.0,7040800000.0,,,,,,,-2447800000.0,7.106125867306163,-12442000000.0,-2447800000.0,22.50578863253783,-0.6858380796757917,1.9727301051480164,,104711900000.0,90670900000.0,14041000000.0,67689000000.0,108344900000.0,139547700000.0,25417800000.0,11176500000.0,102953400000.0,,17527600000.0,437821100000.0,232479000000.0,348006800000.0,115527800000.0,315283800000.0,203413400000.0,3760800000.0,199652600000.0,111870400000.0,593705800000.0,1031526900000.0,224904700000.0,2001600000.0,185990800000.0,185990800000.0,,128562000000.0,128562000000.0,548823000000.0,201471300000.0,201471300000.0,,69973300000.0,31391600000.0,271444600000.0,820267600000.0,181831200000.0,6346500000.0,175484700000.0,31508900000.0,208869000000.0,2390300000.0,211259300000.0,1031526900000.0,3201937492.0,,296791200000.0,140.48669100011216,0.9474425909008848,0.7977455390900162,-11.156889838967771,,,,,,,,,285140500000.0,0.231420021570704,3.2566271114816634,3.2566271114816634,,,,299181500000.0,,1232134100000.0,87557000000.0,87557000000.0,,,387462100000.0,427707800000.0,90.59037501771068,1.3588462529875622,23753100000.0,,,9994200000.0,7363900000.0,21335400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176033900000.0,,45943000000.0,45943000000.0,234270200000.0,,17246300000.0,-5243100000.0,,,,,,,,,,,,,,
2011-06-30,BHARTIARTL.NS,quarterly,Q1,2012,INR,169749000000.0,169749000000.0,74405000000.0,74405000000.0,95344000000.0,69678000000.0,40703000000.0,25666000000.0,8471000000.0,8550000000.0,9246000000.0,-79000000.0,17195000000.0,5141000000.0,12054000000.0,-196000000.0,-196000000.0,12250000000.0,98000000.0,12152000000.0,12152000000.0,4209611753.0,2.886727022115476,2.8634469654855126,4209611753.0,2.886727022115476,2.8634469654855126,25666000000.0,,-5648000000.0,25666000000.0,56.16763574454047,15.119971251671585,7.158805059234517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6481610002.907822,40.32414625387426,6.096999321067792,6.096999321067792,,,,1396286122352.57,1396286122352.57,,,,,,1396286122352.57,1396286122352.57,331.69,,,,,,,,,,28975000000.0,696000000.0,,31314000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,HDFCBANK.NS,quarterly,Q1,2012,INR,39679900000.0,39679900000.0,,,,,-7809900000.0,,-15897000000.0,,,-15897000000.0,15897000000.0,5047200000.0,10849800000.0,,,10849800000.0,,10849800000.0,10849800000.0,9313133047.0,1.165000000026307,1.165000000026307,9434608696.0,1.149999999957603,1.149999999957603,,,,,100.0,,27.34331487730564,,177153700000.0,177153700000.0,,,,,,,,,-177153700000.0,,,,,-729422500000.0,,,,-729422500000.0,,2859415500000.0,,,,,,,,,219786900000.0,219786900000.0,,-219786900000.0,-219786900000.0,,2592888200000.0,266498200000.0,4667700000.0,261830500000.0,,266527300000.0,,266527300000.0,2859415500000.0,9304513680.0,,42633200000.0,15.995809810102005,9.321041310715424,,,,4.260639228469083,,,19.021923031268813,0.5011954598354618,28.618435778264256,2114453726990.88,2157086926990.88,13.170427914753336,,,,,2142033558339.84,2184666758339.84,231.61775055771733,163782600000.0,,,,,219786900000.0,224454600000.0,97.92042577875436,0.1018906086954043,7809900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729422500000.0,729422500000.0,,,,,,,,,,,,,,,,,,
2011-06-30,INFY.NS,quarterly,Q1,2012,USD,1671000000.0,1671000000.0,1022000000.0,1022000000.0,649000000.0,214000000.0,,435000000.0,-99000000.0,-87000000.0,,-12000000.0,534000000.0,150000000.0,384000000.0,,,384000000.0,,384000000.0,384000000.0,4570667992.0,0.0840139779726096,0.0840139779726096,4571171008.0,0.0840047329946663,0.0840047329946663,485000000.0,31.853950267548004,435000000.0,435000000.0,38.83901855176541,26.03231597845601,22.980251346499102,,3789000000.0,3784000000.0,5000000.0,1092000000.0,,,,,,,686000000.0,5567000000.0,1093000000.0,1872000000.0,779000000.0,481000000.0,195000000.0,185000000.0,10000000.0,286000000.0,1579000000.0,7146000000.0,5000000.0,,,,,609000000.0,491000000.0,846000000.0,,,,92000000.0,18000000.0,92000000.0,938000000.0,766000000.0,64000000.0,702000000.0,5387000000.0,6208000000.0,,6208000000.0,7146000000.0,4570832736.0,,-3784000000.0,-60.953608247422686,86.5055387713998,6.580378250591017,54.65564118208795,320000000.0,0.3655920760214342,0.1061114044706137,0.0951720844220968,0.8289816732766093,1.1926046716893104,1.3155626290346405,26754669732.84874,22965669732.84874,3.614364137999487,11.346674769194042,12.549546302103137,17.177015506992326,14.71215229522661,26757614166.129364,22973614166.129364,5.024576226723391,6354000000.0,2024000000.0,1830000000.0,1337000000.0,1561000000.0,,5451000000.0,,,214000000.0,87000000.0,0.0555717458464657,50000000.0,232000000.0,74000000.0,,433000000.0,150000000.0,283000000.0,-106000000.0,-50000000.0,,-27000000.0,377000000.0,,,-57000000.0,-57000000.0,,20000000.0,338000000.0,-318000000.0,,-37000000.0,-254000000.0,-36000000.0,-290000000.0,-3000000.0,50000000.0,-57000000.0,320000000.0,320000000.0,0.070011648310508,12.855598716992429,0.9817708333333334,,,,,,,,,0.0824824731658172,1092000000.0,,5000000.0,5000000.0,237000000.0,118000000.0,,,,50000000.0,,-24000000.0,-5000000.0,,,,,,,,,
2011-06-30,ITC.NS,quarterly,Q1,2012,INR,57674700000.0,57674700000.0,23100800000.0,23100800000.0,34573900000.0,16659400000.0,16659400000.0,17914500000.0,-1455800000.0,200200000.0,200200000.0,-1656000000.0,19370300000.0,6043100000.0,13327200000.0,,,13327200000.0,,13327200000.0,13327200000.0,11622558140.0,1.146666666620779,1.146666666620779,11759294118.0,1.1333333332993176,1.1333333332993176,17914500000.0,,16250000000.0,17914500000.0,59.94638897124736,31.06127990262628,23.107532418894248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137742081.43394783,4.962306860957548,1.541356023709252,1.541356023709252,,,,1091939337253.0,1091939337253.0,,,,,,1104785682386.1,1104785682386.1,93.95,,,,,,,,,,,,,1664500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,LT.NS,quarterly,Q1,2012,INR,94821100000.0,94821100000.0,73049200000.0,73049200000.0,21771900000.0,11966500000.0,9157100000.0,9805400000.0,-1124000000.0,1572900000.0,1572900000.0,-2696900000.0,10929400000.0,3467900000.0,7461500000.0,,,7461500000.0,,7461500000.0,7461500000.0,1371599265.0,5.439999998833478,5.439999998833478,1386323287.0,5.382222220436524,5.382222220436524,9805400000.0,,8126900000.0,9805400000.0,22.96102871618237,10.340947320796742,7.869029150684816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073818631.3978808,69.13178099435625,7.148881054554954,7.148881054554954,,,,918628607733.75,918628607733.75,,,,,,928490021468.25,928490021468.25,669.75,,,,,,,,,,2809400000.0,,,1678500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,SBIN.NS,quarterly,Q1,2012,INR,188331700000.0,188331700000.0,,,,111455300000.0,111455300000.0,,-46309600000.0,,,-46309600000.0,46309600000.0,18606900000.0,27702700000.0,5156000000.0,5156000000.0,22546700000.0,-2578000000.0,25124700000.0,25124700000.0,6349431387.0,3.957000000258448,4.363020609486271,6349431387.0,3.957000000258448,4.363020609486271,,,,,100.0,,13.340664370363568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.66119145496957,,,,,,1317634001430.24,1317634001430.24,1.6118919735212227,,,,,1317634001430.24,1317634001430.24,207.52,817445600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-111455300000.0,,,,
2011-06-30,SUNPHARMA.NS,quarterly,Q1,2012,INR,16357200000.0,16357200000.0,4070700000.0,4070700000.0,12286500000.0,7444400000.0,7444400000.0,4842100000.0,-953700000.0,136200000.0,136200000.0,-1089900000.0,5795800000.0,142700000.0,5653100000.0,1286200000.0,1286200000.0,4366900000.0,-643100000.0,5010000000.0,5010000000.0,2087500000.0,2.4,2.7080718562874253,2087500000.0,2.4,2.7080718562874253,4842100000.0,,4194900000.0,4842100000.0,75.11371139314797,29.602254664612527,30.628713960824587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132846582.00766072,7.835784431137725,2.319568862275449,2.319568862275449,,,,474050375000.0,474050375000.0,,,,,,474050375000.0,474050375000.0,227.09,,,,,,,,,,,,,647200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,TCS.NS,quarterly,Q1,2012,INR,107970200000.0,107970200000.0,45196000000.0,45196000000.0,62774200000.0,34461700000.0,30702800000.0,28312500000.0,-2830900000.0,-1899200000.0,47200000.0,-931700000.0,31143400000.0,6738500000.0,24404900000.0,514600000.0,514600000.0,23890300000.0,-257300000.0,24147600000.0,24147600000.0,3914441992.0,6.168848599455756,6.234579551792219,3914441992.0,6.168848599455756,6.234579551792219,28312500000.0,,26233200000.0,28312500000.0,58.14030167583277,26.22251324902612,22.36505998877468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11446787332.14742,27.58252650586219,7.232831667415855,7.232831667415855,,,,1733667213836.88,1733667213836.88,,,,,,1733667213836.88,1733667213836.88,442.89,,,,,,,,,,3758900000.0,1946400000.0,,2079300000.0,,,,15660900000.0,,15660900000.0,,,,,15660900000.0,5100000.0,5100000.0,-4251100000.0,-4251100000.0,,-1670200000.0,44810900000.0,-46481100000.0,-10116900000.0,-16033100000.0,,-362100000.0,-362100000.0,107300000.0,-734300000.0,-4251100000.0,11409800000.0,,2.9147960356337808,,0.6485489241166824,,,,,,,,,4.000800122215733,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,BHARTIARTL.NS,quarterly,Q2,2012,INR,172698000000.0,172698000000.0,75856000000.0,75856000000.0,96842000000.0,70530000000.0,40526000000.0,26312000000.0,11186000000.0,11186000000.0,13666000000.0,,15126000000.0,4900000000.0,10226000000.0,-88000000.0,-88000000.0,10314000000.0,44000000.0,10270000000.0,10270000000.0,4204868067.0,2.442407190037528,2.4319431280743675,4204868067.0,2.442407190037528,2.4319431280743675,26312000000.0,,-5527000000.0,26312000000.0,56.07592444614298,15.235845232718386,5.946797299331782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9238960465.423777,41.070967566222095,6.257509053969565,6.257509053969565,,,,1338409505726.1,1338409505726.1,,,,,,1338409505726.1,1338409505726.1,318.3,,,,,,,,,,30004000000.0,2480000000.0,,31839000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,HDFCBANK.NS,quarterly,Q2,2012,INR,43241100000.0,43241100000.0,,,,,-26058300000.0,,-14362500000.0,,,-14362500000.0,14362500000.0,5121400000.0,9241100000.0,82100000.0,82100000.0,9159000000.0,,9159000000.0,9159000000.0,,,,,,,,,,,100.0,,21.18123729507344,,341353800000.0,341353800000.0,,23084600000.0,,,,,,,-364438400000.0,,,,,-802153700000.0,80175100000.0,74937900000.0,5237200000.0,-882328800000.0,,3376951100000.0,41885900000.0,287872600000.0,95546100000.0,95546100000.0,,-425304600000.0,-425304600000.0,,160495200000.0,160495200000.0,,-160495200000.0,-160495200000.0,,3017050600000.0,244948100000.0,4676600000.0,240271500000.0,123229600000.0,358526100000.0,1374400000.0,359900500000.0,3376951100000.0,9365260080.0,,-85312500000.0,-23.70446831832687,8.48481668150945,,,,,,,,,,,-83938100000.0,,,,,,,-83938100000.0,,169540000000.0,,,,,256041300000.0,385321900000.0,66.44867576953192,-3.0503585380178966,26058300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23084600000.0,,802153700000.0,802153700000.0,329758500000.0,,,-9651600000.0,,,,,,,,,,,,,,
