date,ticker,period,period_label,fiscal_year,currency,is_sales_revenue_turnover,is_sales_and_services_revenues,is_cogs,is_cog_and_services_sold,is_gross_profit,is_operating_expn,is_sg_and_a_expense,is_other_operating_expenses,is_oper_income,is_nonop_income_loss,is_net_interest_expense,is_int_expense,is_other_nonop_income_loss,is_pretax_income,is_inc_tax_exp,is_inc_bef_xo_item,is_xo_gl_net_of_tax,is_extraord_items_and_acctg_chng,is_ni_including_minority_int_ratio,is_min_noncontrol_interest_credits,is_net_income,is_earn_for_common,is_avg_num_sh_for_eps,eps,eps_cont_ops,is_sh_for_diluted_eps,diluted_eps,dil_eps_cont_ops,ebitda,ebitda_margin,ebita,ebit,gross_margin,oper_margin,profit_margin,div_per_shr,is_depr_exp,is_discontinued_operations,bs_c_and_ce_and_sti_detailed,bs_cash_near_cash_item,bs_acct_note_rcv,bs_accts_rec_excl_notes_rec,bs_inventories,bs_invtry_raw_materials,bs_invtry_finished_goods,bs_other_current_assets_detailed,bs_cur_asset_report,bs_lt_invest,bs_long_term_investments,bs_other_assets_def_chrg_other,bs_other_noncurrent_assets_detailed,bs_tot_non_cur_asset,bs_tot_asset,bs_acct_payable_and_accruals_detailed,bs_acct_payable,bs_taxes_payable,bs_st_borrow,bs_short_term_debt_detailed,bs_cur_liab,bs_lt_borrow,bs_long_term_borrowings_detailed,bs_other_noncur_liabs_sub_detailed,bs_accrued_liabilities,bs_pension_liabilities,bs_other_noncurrent_liabs_detailed,bs_non_cur_liab,bs_tot_liab,bs_sh_cap_and_apic,bs_common_stock,bs_amt_of_tsy_stock,bs_pure_retained_earnings,bs_other_ins_res_to_shrhldr_eqy,bs_eqty_bef_minority_int_detailed,bs_minority_noncontrolling_interest,bs_total_equity,bs_tot_liab_and_eqy,bs_sh_out,net_debt,net_debt_to_shrhldr_eqty,tce_ratio,cur_ratio,cash_conversion_cycle,bs_other_current_receivable,bs_net_fix_asset,bs_gross_fix_asset,bs_accum_depr,bs_accrual,bs_lt_capital_lease_obligations,bs_total_capital_leases,bs_add_paid_in_cap,bs_mkt_sec_other_st_invest,bs_disclosed_intangibles,bs_other_intangible_assets_detailed,bs_other_inv,bs_other_current_liabs_sub_detailed,bs_other_current_liabs_detailed,bs_loans_receivable,cf_net_inc,cf_depr_amort,cf_non_cash_items_detailed,cf_other_non_cash_adj_less_detailed,cf_chng_non_cash_work_cap,cf_inc_dec_in_ot_op_ast_liab_detail,cf_cash_from_oper,cf_acquis_fxd_and_intang_detailed,cf_purchase_of_fixed_prod_assets,cf_net_chg_in_lt_invest_detailed,cf_incr_invest,cf_other_investing_act_detailed,cf_cash_from_inv_act,cf_dvd_paid,cf_nt_csh_proc_pymt_debt,cf_proc_debt_and_capital_lease,cf_pymt_debt_and_capital_lease,cf_proc_fr_repurch_eqty_detailed,cf_decr_cap_stock,cf_other_financing_act_excl_fx,cf_cash_from_fin_act,cf_effect_foreign_exchanges,cf_net_chng_cash,cf_cap_expenditures,cf_free_cash_flow,cf_free_cash_flow_firm,free_cash_flow_equity,free_cash_flow_per_sh,pr_to_free_cash_flow,cash_flow_to_net_inc,cf_nt_csh_rcvd_pd_for_acquis_div,cf_cash_for_divestitures,cf_net_cash_paid_for_aquis,cf_incr_cap_stock,cf_decr_invest,cf_disp_fxd_and_intangibles_detailed,cf_disposal_of_fixed_prod_assets,revenue_per_sh,ebitda_per_sh,oper_inc_per_sh,cash_flow_per_sh,cash_st_investments_per_sh,book_val_per_sh,tang_book_val_per_sh,market_cap,short_and_long_term_debt,enterprise_value,bs_tot_cap,tot_debt_to_tot_cap,total_debt_to_ev,ev_to_ttm_sales,ev_to_ttm_ebitda,ev_to_ttm_ebit,ev_to_ttm_cash_flow_firm,ev_to_ttm_free_cash_flow_firm,diluted_mkt_cap,diluted_ev,ev_to_sh_out,ttm_net_sales,ttm_ebitda,ttm_oper_inc,ttm_cash_flow_firm,ttm_free_cash_flow_firm,is_int_income,is_tot_cash_pfd_dvd,is_operating_expenses_r_and_d,is_other_oper_income,bs_goodwill,bs_st_capital_lease_obligations,bs_pfd_eqty_and_hybrid_cptl,cf_stock_based_compensation,cf_cash_for_acquis_subsidiaries,cf_change_in_inventories,cf_acct_rcv_unbilled_rev,cf_def_inc_tax,bs_deferred_tax_liabs_st,cf_change_in_prepaid_assets,cf_change_in_accounts_payable,bs_st_deferred_revenue,cf_asset_impairment_charge,cf_net_cash_discont_ops_oper,cf_net_cash_discontinued_ops_inv,bs_invtry_in_progress,bs_invtry_adj,cf_acquisition_of_intang_assets,bs_notes_receivable
2007-09-30,VLE.TO,quarterly,Q3,2007.0,CAD,273576.752619,273576.752619,117979.452055,117979.452055,155597.300564,276416.196616,44517.526189,231898.670427,-120818.896052,-120818.896052,,,-120818.896052,,,-121307.413376,,,-121307.413376,,-121307.413376,-121307.413376,1255516.0,-0.0966195678716957,-0.0966195678716957,1255516.0,-0.0966195678716957,-0.0966195678716957,145351.19274899998,33.88171259124488,-120818.896052,-120818.896052,56.875190992816,-44.16270567414035,-44.34127250020408,,266170.088801,,390405.922643,390405.922643,1139929.492345,1139929.492345,,,,94138.79935500002,1624474.214343,,,,,1524248.589847,3148722.80419,1925282.03062,1925282.03062,,,,2539704.875101,,,102488.920226,,,102488.920226,102488.920226,2642193.795326,1409804.59307,,,-903275.584206,,506529.008864,,506529.008864,3148722.80419,46406135.0,-390405.922643,-77.07474119173729,16.086808536780776,0.6396310966164512,-1080.6466178274336,,1524248.589847,2576552.175665,1052303.585818,,,,1409804.59307,,,,,614422.844481,614422.844481,,-147435.036348,266170.088801,,,357761.263625,357761.263625,476496.316078,-868317.479559,-868317.479559,,,285232.02151800005,-583085.458041,,,,,55464.676247,,339346.73519700003,394811.411444,,288222.2694810001,-868317.479559,-391821.163481,,-391821.163481,-0.3120797851090707,,-3.92800656462,,,,55464.676247,,,,0.2178998536211406,0.1157700839726454,-0.0962304710190869,0.3795222968707686,0.3109525666283823,-0.7194456973913514,0.403442894287289,,,-390405.922643,-903275.584206,,,,,,,,,-390405.922643,,785827.1645330001,266251.7013510001,-555775.2591729999,,,,,,5.820766091346741e-11,,,,,,,,,,,,,,,,,,,
2007-09-30,XOM,quarterly,Q3,2007.0,USD,102337000000.0,102337000000.0,60206000000.0,60206000000.0,42131000000.0,17044000000.0,3656000000.0,13388000000.0,25087000000.0,8327000000.0,,,8327000000.0,16760000000.0,7350000000.0,9410000000.0,284000000.0,284000000.0,9126000000.0,-284000000.0,9410000000.0,9410000000.0,5470000000.0,1.720292504570384,1.720292504570384,5535294118.0,1.6999999998916049,1.6999999998916049,28246000000.0,18.977715921659108,25087000000.0,25087000000.0,41.168883199624766,24.51410535778848,9.195110272921816,0.353199268738574,3159000000.0,,31613000000.0,31423000000.0,31832000000.0,31832000000.0,13019000000.0,2136000000.0,10883000000.0,8783000000.0,85247000000.0,,,32312000000.0,32312000000.0,151414000000.0,236661000000.0,43525000000.0,43525000000.0,,2095000000.0,2095000000.0,55920000000.0,6896000000.0,6896000000.0,55242000000.0,22329000000.0,,32913000000.0,62138000000.0,118058000000.0,4988000000.0,,105995000000.0,218761000000.0,849000000.0,118603000000.0,,118603000000.0,236661000000.0,5463625615.0,-22432000000.0,-18.9135182078025,50.11514360202991,1.5244456366237482,-20.47419849375189,,119102000000.0,264699000000.0,145597000000.0,,,,4988000000.0,190000000.0,,,,10300000000.0,10300000000.0,,9410000000.0,3159000000.0,845000000.0,845000000.0,1649000000.0,1649000000.0,15063000000.0,-3935000000.0,-3935000000.0,,,193000000.0,-3742000000.0,-1932000000.0,,,,-7572000000.0,-7572000000.0,-273000000.0,-9777000000.0,920000000.0,1544000000.0,-3935000000.0,11128000000.0,11128000000.0,11128000000.0,2.0343692870201098,6.4730692495394,1.6007438894792774,,,,,,,,18.70877513711152,5.163802559414991,4.586288848263254,2.753747714808044,5.779341864716637,39.99287020109689,21.68244972577697,506303200000.0,8991000000.0,483681200000.0,227752000000.0,3.9477150584846674,0.0185886902364615,1.2797898067937068,6.743645083932853,8.150053077661887,9.765616103696823,8.013804758433295,512346823562.08,489914823562.08,88.42435100548447,377938000000.0,71724000000.0,59347000000.0,49529000000.0,60356000000.0,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,0857.HK,quarterly,Q4,2007.0,CNY,236421000000.0,236421000000.0,139606000000.0,139606000000.0,96815000000.0,50941000000.0,27943000000.0,22998000000.0,45874000000.0,-1009000000.0,,,-1009000000.0,46883000000.0,14394000000.0,32489000000.0,5622000000.0,5622000000.0,26867000000.0,-2811000000.0,29678000000.0,29678000000.0,,,,,,,64921634680.0,26.829144658260653,45874000000.0,45874000000.0,40.95025399604942,19.403521683775978,12.55303039916082,,19047634680.0,,110633547600.0,92590000000.0,58689012720.0,18565000000.0,88496000000.0,29822000000.0,52566000000.0,-17216560320.0,240602000000.0,,,141293000000.0,121271000000.0,828533000000.0,1069135000000.0,40455533040.0,105611000000.0,22895000000.0,30386000000.0,18734000000.0,199222000000.0,39688000000.0,39688000000.0,46823000000.0,20205851280.0,,26617148720.0,86511000000.0,285733000000.0,266272000000.0,183021000000.0,,329605000000.0,164598062560.0,739616000000.0,43786000000.0,783402000000.0,1069135000000.0,183020977818.0,-34168000000.0,-4.361490014066852,72.76432567321156,1.2077079840579856,20.729143313404165,35390320880.0,687240000000.0,1233708000000.0,546468000000.0,-88050466960.0,,,83251000000.0,18043547600.0,20022000000.0,20022000000.0,29000000.0,128380466960.0,128380466960.0,4733691840.0,35620255080.0,19047634680.0,555396000.0,555396000.0,-16654689320.0,,38568596440.0,-79961000000.0,-79961000000.0,-11827000000.0,-16238000000.0,1542000000.0,-89794000000.0,-4872000000.0,70355000000.0,78851000000.0,-8496000000.0,64934770520.0,,-65790770520.0,64627000000.0,-483000000.0,13401596440.0,-79961000000.0,-41392403560.0,-41392403560.0,29414596440.0,,3.196730761410851,1.2995685841363973,,,,64934770520.0,4411000000.0,452000000.0,452000000.0,,,,,,,,,70074000000.0,3226452400.0,626486000000.0,11.18524595920739,21.71859098246731,0.0038638436380663,0.0144016653802515,0.0171093786125635,0.0342498440543187,0.0131135588638337,,21270000000.0,,835037000000.0,224033284680.0,188578000000.0,94203418704.1256,246039418704.1256,,,,,,,,,,-9947076920.0,11109824280.0,,,,-17817436680.0,,,,,6079000000.0,,,
2007-12-31,BP,quarterly,Q4,2007.0,USD,84438000000.0,84438000000.0,62164000000.0,62164000000.0,22274000000.0,8981000000.0,4212000000.0,4769000000.0,13293000000.0,6228000000.0,,,6228000000.0,7065000000.0,2561000000.0,4180000000.0,-114000000.0,-114000000.0,4294000000.0,-105000000.0,4399000000.0,4399000000.0,,,,,,,13293000000.0,11.55354595019334,10273000000.0,13293000000.0,26.3791184064047,15.74291195907056,5.209739690660603,,3020000000.0,,3562000000.0,3562000000.0,,34280000000.0,26554000000.0,,,48800000000.0,78916000000.0,,,59171000000.0,41513000000.0,157160000000.0,236076000000.0,,31451000000.0,,15394000000.0,15394000000.0,77068000000.0,15651000000.0,15004000000.0,48705000000.0,,,48705000000.0,64356000000.0,141424000000.0,14797000000.0,5216000000.0,22172000000.0,64510000000.0,,93690000000.0,962000000.0,94652000000.0,236076000000.0,18922433000.0,26836000000.0,28.352279930693484,35.24114312922927,1.0239788238957803,32.18884134138519,-34280000000.0,97989000000.0,205091000000.0,107102000000.0,-31451000000.0,647000000.0,647000000.0,9581000000.0,,17658000000.0,6652000000.0,26554000000.0,61674000000.0,61674000000.0,,6566000000.0,,731000000.0,731000000.0,-2749000000.0,2372000000.0,4548000000.0,-5515000000.0,-5515000000.0,,,-592000000.0,-5715000000.0,-2056000000.0,,,,-1352000000.0,-1352000000.0,5592000000.0,2184000000.0,,1017000000.0,-5515000000.0,-967000000.0,-967000000.0,-554000000.0,,1.2368473533164388,1.0338713343941806,,,,,,392000000.0,392000000.0,,,,,,,,,31045000000.0,28466000000.0,101754000000.0,30.50985710635454,1.090599311459285,0.0981038178672603,0.849123016346498,0.849123016346498,1.161523847993034,0.7356988808927811,,28466000000.0,,290162000000.0,33524000000.0,33524000000.0,24507460651.09696,38692460651.09696,,,,,11006000000.0,,21000000.0,,,-5121000000.0,,,,,,,,,,,,,
2007-12-31,CVX,quarterly,Q4,2007.0,USD,61410000000.0,61410000000.0,43303000000.0,43303000000.0,18107000000.0,6939000000.0,1833000000.0,5106000000.0,11168000000.0,2590000000.0,,,2590000000.0,8578000000.0,3703000000.0,4875000000.0,35000000.0,35000000.0,4840000000.0,-35000000.0,4875000000.0,4875000000.0,,,,,,,13262000000.0,19.78053815231956,11168000000.0,11168000000.0,29.48542582641264,18.1859631981762,7.938446507083537,,2094000000.0,,8094000000.0,7362000000.0,22446000000.0,22446000000.0,5310000000.0,1017000000.0,4293000000.0,3527000000.0,39377000000.0,,,30799000000.0,26162000000.0,109409000000.0,148786000000.0,27031000000.0,21756000000.0,,1162000000.0,1162000000.0,33798000000.0,6070000000.0,5664000000.0,31626000000.0,12170000000.0,,19456000000.0,37696000000.0,71494000000.0,16121000000.0,1832000000.0,18892000000.0,82329000000.0,-2470000000.0,77088000000.0,204000000.0,77292000000.0,148786000000.0,2090433962.0,-536000000.0,-0.6934740982249132,50.40270830876384,1.1650689389904727,-0.9690579537252192,,78610000000.0,154084000000.0,75474000000.0,5275000000.0,406000000.0,406000000.0,14289000000.0,732000000.0,4637000000.0,,,5605000000.0,5605000000.0,,4875000000.0,2094000000.0,-897000000.0,-1053000000.0,1011000000.0,609000000.0,7083000000.0,-5297000000.0,-5297000000.0,62000000.0,,-789000000.0,-5702000000.0,-1214000000.0,,,,-1947000000.0,-1947000000.0,1168000000.0,-1993000000.0,24000000.0,-612000000.0,-5297000000.0,1786000000.0,1786000000.0,2108000000.0,,3.903634508399531,1.452923076923077,,,,,62000000.0,322000000.0,322000000.0,,,,,,,,,7232000000.0,-658000000.0,91597000000.0,7.895455091323952,-10.990881458966566,,,,,,,74000000.0,,220904000000.0,43696000000.0,34988000000.0,24977000000.0,38395000000.0,,,,,4637000000.0,,,,,350000000.0,-2202000000.0,156000000.0,,-38000000.0,2292000000.0,,,,,,,,
2007-12-31,ENI1.F,quarterly,Q4,2007.0,EUR,23095325640.0,23095325640.0,,,,,,,-46228984610.0,-46228984610.0,,,-46228984610.0,,,2591563830.0,,,2591563830.0,,2591563830.0,2591563830.0,,,,,,,-46228984610.0,2.804522143459865,-46228984610.0,-46228984610.0,100.0,-200.16597873785167,11.221161677458817,,,,5030856450.0,2117280690.0,20708472910.0,15633720780.0,5507536100.0,1971876250.0,2686552790.0,2620709270.0,33867574730.0,,,17536324160.0,13196138800.0,67752296210.0,101619870940.0,11109722260.0,11109722260.0,,8513018440.0,8513018440.0,30290762680.0,11347719150.0,11347719150.0,17046612980.0,5479415430.0,,11567197550.0,28394332130.0,58685094810.0,4011653630.0,4011653630.0,6008221200.0,34664555670.0,7824404960.0,40491707190.0,2443068940.0,42934776130.0,101619870940.0,3656833871.0,17743456900.0,41.32653876260004,39.67384407123821,1.1180826012136582,-71.21433370430199,3698896910.0,50215972050.0,102403820350.0,52187848300.0,,,,,2913575760.0,4340185360.0,2221532930.0,294924100.0,10668021980.0,10668021980.0,1375855220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19860737590.0,17272950080.0,60980015830.0,32.56925620578344,1.1498173443456163,0.1958332127077715,6.98276578648002,6.98276578648002,,,,20186525840.0,,88202352610.0,2473654510.0,2473654510.0,,,,,,46228984610.0,2118652430.0,,,,,,,,,,,,,,,554182960.0,,,
2007-12-31,EQNR,quarterly,Q4,2007.0,USD,37068000000.0,37068000000.0,13646000000.0,13646000000.0,23422000000.0,11919000000.0,7703000000.0,4216000000.0,11503000000.0,-121000000.0,,,-121000000.0,11624000000.0,8871000000.0,2740000000.0,13000000.0,13000000.0,2727000000.0,-13000000.0,2740000000.0,2740000000.0,,,,,,,15726000000.0,34.192354316391025,11503000000.0,11503000000.0,63.18657602244524,31.03215711665048,7.391820438113737,,4223000000.0,,3362000000.0,3362000000.0,12772000000.0,11425000000.0,3258000000.0,,,4502000000.0,23894000000.0,,,13821000000.0,5564000000.0,65066000000.0,88960000000.0,4009000000.0,4009000000.0,,1135000000.0,1135000000.0,23816000000.0,8169000000.0,8169000000.0,24009000000.0,12423000000.0,,11586000000.0,32178000000.0,55994000000.0,9084000000.0,1468000000.0,67000000.0,25941000000.0,-2322000000.0,32636000000.0,330000000.0,32966000000.0,88960000000.0,3186451890.0,5942000000.0,18.02463143845174,30.61720134319666,1.0032751091703056,18.78847383458873,1347000000.0,51245000000.0,118790000000.0,67545000000.0,,,,7616000000.0,,8257000000.0,8257000000.0,3258000000.0,18672000000.0,18672000000.0,,11666000000.0,4223000000.0,-10671000000.0,-10671000000.0,-226000000.0,-436000000.0,4992000000.0,-6418000000.0,-6418000000.0,,,1284000000.0,-4984000000.0,-1111000000.0,,,,-13000000.0,-13000000.0,2170000000.0,1046000000.0,5000000.0,1054000000.0,-6418000000.0,-1426000000.0,-1426000000.0,-1276000000.0,,1.1048026997681764,1.821897810218978,,,,,,150000000.0,150000000.0,,,,,,,,,9304000000.0,6272000000.0,37043000000.0,25.11675620225144,1.4834183673469388,0.0678846653389903,0.1985375581653002,0.2576510701228279,0.3627110802683321,0.2250771549558602,,6272000000.0,,92392000000.0,31591000000.0,24343000000.0,17292000000.0,27866000000.0,,,,,,,,,,-240000000.0,-1287000000.0,,,,1737000000.0,,,,,,,,
2007-12-31,OXY,quarterly,Q4,2007.0,USD,6746000000.0,6746000000.0,175000000.0,175000000.0,6571000000.0,2847000000.0,468000000.0,2379000000.0,3724000000.0,1217000000.0,,,1217000000.0,2507000000.0,1057000000.0,1448000000.0,27000000.0,23000000.0,1421000000.0,-31000000.0,1452000000.0,1452000000.0,,,,,,,4363000000.0,56.44331184729926,3724000000.0,3724000000.0,97.40587014527128,55.203083308627335,21.523865994663502,,639000000.0,4000000.0,2380000000.0,1964000000.0,4973000000.0,4973000000.0,910000000.0,441000000.0,571000000.0,332000000.0,8595000000.0,783000000.0,783000000.0,863000000.0,863000000.0,27924000000.0,36519000000.0,6101000000.0,4263000000.0,227000000.0,47000000.0,47000000.0,6266000000.0,1741000000.0,1741000000.0,5689000000.0,5654000000.0,,35000000.0,7430000000.0,13696000000.0,7246000000.0,175000000.0,2610000000.0,18819000000.0,-632000000.0,22788000000.0,35000000.0,22823000000.0,36519000000.0,828596346.0,-176000000.0,-0.7711519081628182,62.49623483666037,1.371688477497606,-48.12791734373295,,26278000000.0,39916000000.0,13638000000.0,1611000000.0,,,7071000000.0,416000000.0,,,,118000000.0,118000000.0,,1452000000.0,639000000.0,189000000.0,129000000.0,194000000.0,194000000.0,2474000000.0,-2368000000.0,-2368000000.0,-21000000.0,-21000000.0,987000000.0,-1353000000.0,-208000000.0,,,,-289000000.0,-294000000.0,-117000000.0,-614000000.0,,507000000.0,-2368000000.0,106000000.0,106000000.0,155000000.0,,2.680175174439956,1.7038567493112948,,,,5000000.0,,49000000.0,49000000.0,,,,,,,,,1788000000.0,-557000000.0,20817000000.0,8.589133880962676,-3.210053859964093,,,,,,,-141000000.0,,20013000000.0,11296000000.0,8917000000.0,6798000000.0,10892000000.0,,,,,,,,,,,,60000000.0,,,,,,,-4000000.0,,-102000000.0,,
2007-12-31,SHEL.L,quarterly,Q4,2007.0,USD,106703000000.0,106703000000.0,92315000000.0,92315000000.0,14388000000.0,2000000000.0,4880000000.0,-2880000000.0,12388000000.0,-1000000000.0,,,-1000000000.0,13388000000.0,4755000000.0,8038000000.0,-263000000.0,-263000000.0,8301000000.0,-166000000.0,8467000000.0,8467000000.0,,,,,,,12388000000.0,11.469664007735076,8548000000.0,12388000000.0,13.484156959035827,11.609795413437295,7.935109603291379,,3840000000.0,,9656000000.0,9656000000.0,,42308000000.0,31503000000.0,,,74238000000.0,115397000000.0,,,52552000000.0,47186000000.0,154073000000.0,269470000000.0,,36349000000.0,,5736000000.0,5736000000.0,94384000000.0,12363000000.0,12363000000.0,36755000000.0,,,36755000000.0,49118000000.0,143502000000.0,536000000.0,536000000.0,2392000000.0,111668000000.0,,123960000000.0,2008000000.0,125968000000.0,269470000000.0,2759360000.0,8443000000.0,6.702495871967484,45.66458667797534,1.2226330734022717,33.65280423299016,-42308000000.0,101521000000.0,235278000000.0,133757000000.0,-36349000000.0,,,,,5366000000.0,5366000000.0,31503000000.0,88648000000.0,88648000000.0,,2012000000.0,,7426000000.0,7426000000.0,-3328000000.0,-3328000000.0,6110000000.0,-8013000000.0,-8013000000.0,-1133000000.0,-519000000.0,1698000000.0,-5706000000.0,-2318000000.0,,,,-1538000000.0,-1538000000.0,-1140000000.0,-4996000000.0,,-4592000000.0,-8013000000.0,-1903000000.0,-1903000000.0,-161000000.0,,98.24712513800212,0.7216251328687847,,,,,-614000000.0,1742000000.0,1742000000.0,,,,,,,,,18099000000.0,10451000000.0,132311000000.0,13.6791347658169,1.7317960003827384,0.0293747294691693,0.256108020682726,0.256108020682726,0.2962469527751006,0.1917861009670967,,10451000000.0,,355782000000.0,40807000000.0,40807000000.0,35278000000.0,54493000000.0,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,TTE.L,quarterly,Q4,2007.0,USD,58310000000.0,58310000000.0,37755000000.0,37755000000.0,20555000000.0,9594000000.0,7086000000.0,2508000000.0,10961000000.0,-779000000.0,,,-779000000.0,11740000000.0,6168000000.0,5572000000.0,153000000.0,153000000.0,5419000000.0,-153000000.0,5572000000.0,5572000000.0,,,,,,,13452000000.0,22.82903971040248,10961000000.0,10961000000.0,35.25124335448465,18.7978048362202,9.555822328931573,,2491000000.0,,10573432283.085716,8730517444.996864,38336711038.535,27890124950.792423,20194789099.97521,6919678656.305131,11754414101.797716,1226179888.317047,70331112309.91296,24160555207.25502,24160555207.25502,10592386312.274918,3812675871.520839,95211920626.35776,165543032936.27072,38170498782.56812,26510854826.716434,11459897648.242378,6725764357.677111,6725764357.677111,51995276072.72515,21018560368.58297,20556373656.81543,25898493883.68058,11566331812.150991,3684371673.932378,10647790397.59721,46917054252.26355,98912330324.9887,79878111012.29095,8731975447.24219,8065668421.129369,71258000000.0,-6409377870.44192,65403064720.71967,1227637890.562351,66630702611.28202,165543032936.27072,2244110865.0,18551620569.495674,27.842450765864328,37.69824870742302,1.352644271213056,34.56994994343155,10446586087.742573,60458979106.82782,149948240920.29102,89489261813.4632,199746307.60930637,462186711.767536,462186711.767536,71146135565.04877,1842914838.088851,6779710440.754079,5224022044.99395,1994547071.6024892,7099012932.479919,7099012932.479919,,5725000000.0,2491000000.0,-1483000000.0,-1483000000.0,-213000000.0,-213000000.0,6520000000.0,-5285000000.0,-5285000000.0,368000000.0,-246000000.0,-444000000.0,-4683000000.0,-3357000000.0,,,,-671000000.0,-714000000.0,7441000000.0,3413000000.0,-600000000.0,5250000000.0,-5285000000.0,1235000000.0,1235000000.0,1913000000.0,,3.585422198947484,1.1701363962670497,,,,43000000.0,614000000.0,678000000.0,678000000.0,,,,,,,,,27744324726.26008,18398530333.736717,108961938064.06462,25.46240019147575,1.5079641809969095,0.0946263209580374,0.414499786931113,0.5149356454649427,0.705237294744332,0.4549380733037403,,20241445171.825565,,194433537597.80685,44387309508.54366,35729766419.8881,26088425088.75922,40441834643.83931,,,,,1555688395.760129,,,,,,,,,,,,,,,,-473850729.730124,,
2007-12-31,VLE.TO,quarterly,Q4,2007.0,CAD,227204.056219,227204.056219,146791.573977,146791.573977,80412.482242,356096.291156,300889.000114,55207.291042,-275683.808913,-275683.808913,,,-275683.808913,,,-276392.03609,,,-276392.03609,,-276392.03609,-276392.03609,,,,,,,-220476.517872,6.560097898864655,-275683.808913,-275683.808913,35.39218602879656,-121.33753837883545,-121.6492525219656,,55207.291041,,9364.838938,9364.838938,601658.083409,479581.944865,,,,1507.623952000053,612530.546299,,,,,1618546.904978,2231077.451277,776096.132485,47117.035242,,75734.625871,75734.625871,851830.758356,,,101922.649702,,,101922.649702,101922.649702,953753.408058,2457986.468747,,,-1180662.425528,,1277324.043219,,1277324.043219,2231077.451277,46406135.0,66369.786933,5.196002321050865,57.25144335477458,0.7190754035240052,-189.4596668355862,122076.13854399991,1618546.904978,2727671.412703,1109124.507725,728979.0972429999,,,2457986.468747,,,,,,,,-276392.03609,55207.291041,45593.25457000005,45593.25457000005,-284797.556341,-284797.556341,-460389.04682,-146990.443177,-146990.443177,,,-251356.426271,-398346.869448,,,,,1011873.828432,,-534167.746541,477706.081891,,-381029.83437699993,-146990.443177,-607379.489997,,-607379.489997,,6.595145526771871,1.6657102474185836,,,,1011873.828432,,,,,,,,,,,,75734.625871,66369.786933,-1104927.7996570002,-6.854260151161921,1.141100934186421,0.0703813042842511,1.0728697249538293,,,,,66369.786933,,943003.083105,61861.92544100003,-734057.492917,,,,,,-1.00000761449337e-06,,,,,,,,,,,,,,,,,,,
2007-12-31,XOM,quarterly,Q4,2007.0,USD,116642000000.0,116642000000.0,69391000000.0,69391000000.0,47251000000.0,18454000000.0,4054000000.0,14400000000.0,28797000000.0,9075000000.0,,,9075000000.0,19722000000.0,8062000000.0,11660000000.0,283000000.0,283000000.0,11377000000.0,-283000000.0,11660000000.0,11660000000.0,,,,,,,31952000000.0,26.70781506456525,28797000000.0,28797000000.0,40.50942199207832,24.688362682395702,9.99639923869618,,3155000000.0,,34500000000.0,33981000000.0,36450000000.0,30775000000.0,11089000000.0,2226000000.0,,3924000000.0,85963000000.0,,,35250000000.0,35250000000.0,156119000000.0,242082000000.0,55929000000.0,29239000000.0,17139000000.0,2383000000.0,2383000000.0,58312000000.0,7183000000.0,7183000000.0,50543000000.0,22899000000.0,,27644000000.0,57726000000.0,116038000000.0,4933000000.0,,113678000000.0,228518000000.0,1989000000.0,121762000000.0,4282000000.0,126044000000.0,242082000000.0,5382000000.0,-24415000000.0,-19.37021992320142,52.0666551003379,1.4741905611194952,-0.2241100648353438,5675000000.0,120869000000.0,280340000000.0,159471000000.0,9551000000.0,,,4933000000.0,519000000.0,,,8863000000.0,,,,11660000000.0,3155000000.0,-3336000000.0,-3336000000.0,-144000000.0,-144000000.0,11335000000.0,-4560000000.0,-4560000000.0,,,4897000000.0,337000000.0,-1903000000.0,,,,-8829000000.0,-8829000000.0,1325000000.0,-9407000000.0,293000000.0,2265000000.0,-4560000000.0,6775000000.0,6775000000.0,6775000000.0,,6.151831896746418,0.9721269296740996,,,,,,,,,,,,,,,,9566000000.0,-20652000000.0,242366000000.0,3.9469232483104064,-0.4631996901026535,,,,,,,-20133000000.0,,404552000000.0,108047000000.0,95797000000.0,52002000000.0,64283000000.0,,,,,,,,,,,,,,,,,,,,,,,
