date,ticker,period,period_label,fiscal_year,currency,is_sales_revenue_turnover,is_sales_and_services_revenues,is_cogs,is_cog_and_services_sold,is_gross_profit,is_operating_expn,is_sg_and_a_expense,is_operating_expenses_r_and_d,is_other_operating_expenses,is_oper_income,is_nonop_income_loss,is_net_interest_expense,is_int_expense,is_int_income,is_other_nonop_income_loss,is_pretax_income,is_inc_tax_exp,is_inc_bef_xo_item,is_xo_gl_net_of_tax,is_extraord_items_and_acctg_chng,is_ni_including_minority_int_ratio,is_min_noncontrol_interest_credits,is_net_income,is_earn_for_common,is_avg_num_sh_for_eps,eps,eps_cont_ops,is_sh_for_diluted_eps,diluted_eps,dil_eps_cont_ops,ebitda,ebitda_margin,ebita,ebit,gross_margin,oper_margin,profit_margin,div_per_shr,is_depr_exp,is_tot_cash_pfd_dvd,is_other_oper_income,bs_c_and_ce_and_sti_detailed,bs_cash_near_cash_item,bs_mkt_sec_other_st_invest,bs_accts_rec_excl_notes_rec,bs_other_current_receivable,bs_inventories,bs_invtry_raw_materials,bs_invtry_in_progress,bs_invtry_finished_goods,bs_invtry_adj,bs_other_current_assets_detailed,bs_cur_asset_report,bs_net_fix_asset,bs_gross_fix_asset,bs_other_assets_def_chrg_other,bs_disclosed_intangibles,bs_other_intangible_assets_detailed,bs_other_noncurrent_assets_detailed,bs_tot_non_cur_asset,bs_tot_asset,bs_acct_payable,bs_taxes_payable,bs_accrual,bs_st_borrow,bs_short_term_debt_detailed,bs_st_capital_lease_obligations,bs_other_current_liabs_sub_detailed,bs_other_current_liabs_detailed,bs_cur_liab,bs_lt_borrow,bs_long_term_borrowings_detailed,bs_lt_capital_lease_obligations,bs_other_noncur_liabs_sub_detailed,bs_pension_liabilities,bs_other_noncurrent_liabs_detailed,bs_non_cur_liab,bs_tot_liab,bs_pfd_eqty_and_hybrid_cptl,bs_sh_cap_and_apic,bs_common_stock,bs_add_paid_in_cap,bs_amt_of_tsy_stock,bs_pure_retained_earnings,bs_eqty_bef_minority_int_detailed,bs_minority_noncontrolling_interest,bs_total_equity,bs_tot_liab_and_eqy,bs_sh_out,bs_total_capital_leases,net_debt,net_debt_to_shrhldr_eqty,tce_ratio,cur_ratio,cash_conversion_cycle,bs_accum_depr,bs_goodwill,bs_other_inv,cf_net_inc,cf_non_cash_items_detailed,cf_def_inc_tax,cf_other_non_cash_adj_less_detailed,cf_chng_non_cash_work_cap,cf_acct_rcv_unbilled_rev,cf_change_in_inventories,cf_change_in_prepaid_assets,cf_inc_dec_in_ot_op_ast_liab_detail,cf_cash_from_oper,cf_disp_fxd_and_intangibles_detailed,cf_disposal_of_fixed_prod_assets,cf_acquis_fxd_and_intang_detailed,cf_purchase_of_fixed_prod_assets,cf_acquisition_of_intang_assets,cf_net_chg_in_lt_invest_detailed,cf_decr_invest,cf_incr_invest,cf_nt_csh_rcvd_pd_for_acquis_div,cf_cash_for_divestitures,cf_cash_for_acquis_subsidiaries,cf_other_investing_act_detailed,cf_cash_from_inv_act,cf_dvd_paid,cf_nt_csh_proc_pymt_debt,cf_pymt_debt_and_capital_lease,cf_proc_fr_repurch_eqty_detailed,cf_decr_cap_stock,cf_other_financing_act_excl_fx,cf_cash_from_fin_act,cf_effect_foreign_exchanges,cf_net_chng_cash,cf_cap_expenditures,cf_net_cash_paid_for_aquis,cf_free_cash_flow,cf_free_cash_flow_firm,free_cash_flow_equity,free_cash_flow_per_sh,pr_to_free_cash_flow,cash_flow_to_net_inc,cf_proc_debt_and_capital_lease,cf_incr_cap_stock,cf_stock_based_compensation,revenue_per_sh,ebitda_per_sh,oper_inc_per_sh,cash_flow_per_sh,cash_st_investments_per_sh,book_val_per_sh,tang_book_val_per_sh,market_cap,short_and_long_term_debt,enterprise_value,bs_tot_cap,tot_debt_to_tot_cap,total_debt_to_ev,ev_to_ttm_sales,ev_to_ttm_ebitda,ev_to_ttm_ebit,ev_to_ttm_cash_flow_firm,ev_to_ttm_free_cash_flow_firm,diluted_mkt_cap,diluted_ev,ev_to_sh_out,ttm_net_sales,ttm_ebitda,ttm_oper_inc,ttm_cash_flow_firm,ttm_free_cash_flow_firm,is_discontinued_operations,bs_acct_note_rcv,bs_loans_receivable,bs_lt_invest,bs_long_term_investments,bs_acct_payable_and_accruals_detailed,bs_st_deferred_revenue,bs_accrued_liabilities,bs_other_ins_res_to_shrhldr_eqy,bs_deferred_tax_liabs_st,cf_depr_amort,cf_asset_impairment_charge,cf_change_in_accounts_payable
2007-09-30,000660.KS,quarterly,Q3,2006.0,KRW,2339773235000.0,2339773235000.0,1803794265000.0,1803794265000.0,535978970000.0,273199248000.0,58046672000.0,153872934000.0,61279642000.0,262779722000.0,94468974000.0,20569062000.0,38413032000.0,17843970000.0,73899912000.0,168310748000.0,82866000.0,168227882000.0,,,168227882000.0,,168227882000.0,168227882000.0,459155009.0,366.38581459970527,366.38581459970527,461859898.0,364.2400709143187,364.2400709143187,262779722000.0,,-197740598000.0,262779722000.0,22.90730409180016,11.230991023794664,7.189922488364561,,460520320000.0,,,1054116635000.0,817437705000.0,236678930000.0,981953137000.0,-981953137000.0,695271954000.0,82611529000.0,441221281000.0,245799541000.0,-74360397000.0,1188879610000.0,2938268199000.0,8154384043000.0,17138620906000.0,3351961771000.0,538177957000.0,62546777000.0,2813783814000.0,11506345814000.0,14444614013000.0,687681767000.0,,-687681767000.0,724399865000.0,724399865000.0,,1954493891000.0,1954493891000.0,2678893756000.0,1671915141000.0,1671915141000.0,,726653584000.0,297208863000.0,429444721000.0,2398568725000.0,5077462481000.0,,3101061323000.0,2313783365000.0,787277958000.0,,6400210781000.0,9367151532000.0,,9367151532000.0,14444614013000.0,459228628.0,,1578877301000.0,16.855468768774053,63.48839874894255,1.0968214743190434,,8984236863000.0,475631180000.0,,168227883000.0,624609097000.0,,619748987000.0,-235072448000.0,-363606190000.0,-103359100000.0,61715351000.0,170177491000.0,557764532000.0,630079000.0,630079000.0,-715521847000.0,-710820013000.0,-4701834000.0,239887141000.0,73640491000.0,166246650000.0,-229965000000.0,,-229965000000.0,-6384547000.0,-711354174000.0,,-104766948000.0,-509489534000.0,,,-6127431000.0,-110894379000.0,,-264484021000.0,-715521847000.0,229965000000.0,-157757315000.0,-119363195246.23228,-257192350000.0,-343.5818229307393,,3.315529657562948,404722586000.0,,4860110000.0,5095.82426225911,572.3115654826712,572.3115654826712,1214.7630344156826,2295.7750962921546,18978.32752598807,19228.7428035006,11701891404421.389,2396315006000.0,13044089775421.389,11110309152000.0,21.56839178114708,0.1837088710103259,,,,,,11770827421057.58,13349704722057.58,28408.90226555579,,,,,,,,,,,,,,,,,,
2007-09-30,005380.KS,quarterly,Q3,2007.0,KRW,7041950000000.0,7041950000000.0,5776490000000.0,5776490000000.0,1265460000000.0,951230000000.0,533839000000.0,102187000000.0,315204000000.0,314230000000.0,-176599000000.0,-36255000000.0,40861000000.0,77116000000.0,-140344000000.0,490829000000.0,65351000000.0,425478000000.0,,,425478000000.0,,425478000000.0,425478000000.0,271148716.0,1569.1684116254492,1569.1684116254492,271790299.0,1565.464262578408,1565.464262578408,314230000000.0,,26288000000.0,314230000000.0,17.97030652021102,4.462258323333736,6.042048012269328,0.0073760260771435,287942000000.0,,,4492633000000.0,1009122000000.0,3483511000000.0,1625295000000.0,-1625295000000.0,1489178000000.0,370847000000.0,546866000000.0,571465000000.0,,2276134000000.0,8257945000000.0,9555792000000.0,15720230000000.0,10585496000000.0,1174935000000.0,1174935000000.0,9410561000000.0,20141288000000.0,28399233000000.0,2546811000000.0,289612000000.0,-2836423000000.0,457349000000.0,457349000000.0,,5457695000000.0,5457695000000.0,5915044000000.0,1410549000000.0,1410549000000.0,,3308507000000.0,588369000000.0,2720138000000.0,4719056000000.0,10634100000000.0,331011000000.0,6567289000000.0,1153931000000.0,5413358000000.0,706008000000.0,10932433000000.0,17765133000000.0,,17765133000000.0,28399233000000.0,208358774.0,,858776000000.0,4.834053311055988,59.72307164724688,1.3960918972031315,,6164438000000.0,,,425478000000.0,402871000000.0,,402871000000.0,-614240000000.0,217531000000.0,-115992000000.0,30325000000.0,-746104000000.0,214109000000.0,999000000.0,999000000.0,-340028000000.0,-226042000000.0,-113986000000.0,444981000000.0,2681802000000.0,-2236821000000.0,-200694000000.0,,-200694000000.0,-1061000000.0,-95803000000.0,-2000000.0,-117924000000.0,-349496000000.0,,,,-117926000000.0,,380000000.0,-340028000000.0,200694000000.0,-125919000000.0,-90498402280.63136,-128858000000.0,-464.39091380392153,,0.5032199079623388,231572000000.0,,,25970.80341697064,1158.8843371104144,1158.8843371104144,789.6367836755679,16568.889081517907,44574.66802092472,59964.09365257699,13439960618793.0,1867898000000.0,11146236618793.0,14285273000000.0,13.07568990806126,0.1675810467589257,,,,,,13471761802958.25,14661548802958.25,41107.46598111496,,,,,,,,,,,,,,,,,,
2007-09-30,005490.KS,quarterly,Q3,2007.0,KRW,7692487032495.96,7692487032495.96,,,,,,,,7692487032495.96,7692487032495.96,,,,7692487032495.96,,,895118886591.84,,,895118886591.84,,895118886591.84,895118886591.84,78089513.0,11462.728504810117,11462.728504810117,78089513.0,11462.728504810117,11462.728504810117,7692487032495.96,29.30426658441293,7692487032495.96,7692487032495.96,100.0,100.0,11.636274234984354,,,,-7692487032495.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98508.57992283753,98508.57992283753,98508.57992283753,,,,,30869556794183.57,,30869556794183.57,,,,1.066484153143357,3.63934770410062,3.63934770410062,,,30869556794183.57,30869556794183.57,395309.89,28945162197861.63,8482167493752.088,8482167493752.088,,,,,,,,,,,,,,,
2007-09-30,005930.KS,quarterly,Q3,2007.0,KRW,16680570000000.0,16680570000000.0,11999629000000.0,11999629000000.0,4680941000000.0,,2614958000000.0,,-2614958000000.0,4680941000000.0,2053605000000.0,-51954000000.0,12264000000.0,64218000000.0,2105559000000.0,2627336000000.0,436122000000.0,2191214000000.0,,,2191214000000.0,,2191214000000.0,2191214000000.0,7776326625.0,281.7800879087946,281.7800879087946,7875228043.0,278.24133955685124,278.24133955685124,4680941000000.0,,2874923000000.0,4680941000000.0,28.062236482326444,28.06223648232644,13.136325677120148,9.25308355344449,1806018000000.0,,,5472059000000.0,1784662000000.0,3687397000000.0,2315111000000.0,-2315111000000.0,3377004000000.0,1376645000000.0,1531458000000.0,629989000000.0,-161088000000.0,4668816000000.0,13517879000000.0,29664277000000.0,62695431000000.0,18710255000000.0,556184000000.0,555591000000.0,18154071000000.0,48374532000000.0,61892411000000.0,2371408000000.0,827704000000.0,-3199112000000.0,,,,9352866000000.0,9352866000000.0,9352866000000.0,86506000000.0,86506000000.0,,3133426000000.0,872434000000.0,2260992000000.0,3219932000000.0,12572798000000.0,119467000000.0,7142186000000.0,778047000000.0,6364139000000.0,9198798000000.0,48299811000000.0,49319613000000.0,,49319613000000.0,61892411000000.0,6316270500.0,,-1698156000000.0,-3.4431657036724928,79.30706595304599,1.4453194347058966,,33031154000000.0,593000000.0,,2191214000000.0,1974942000000.0,,1974739000000.0,-1027625000000.0,-528896000000.0,-226991000000.0,-225505000000.0,-46233000000.0,3138531000000.0,53958000000.0,53958000000.0,-1746595000000.0,-1735549000000.0,-11046000000.0,-1512931000000.0,-1097934000000.0,-414997000000.0,-42551000000.0,4568000000.0,-47119000000.0,-3465000000.0,-3251584000000.0,-71955000000.0,,,28245000000.0,,,-43710000000.0,,-156763000000.0,-1746595000000.0,42551000000.0,1391936000000.0,1402164249639.9397,1456940000000.0,178.99659660964923,,1.4323251859471509,,28245000000.0,203000000.0,2145.0449298739427,601.9475808733793,601.9475808733793,403.6007168101687,703.6817335331514,6311.187835426087,6255.390796422469,64305088813177.5,86506000000.0,59039002813177.5,49283831000000.0,0.1755261274230081,0.0014652347749459,,,,,,65122938265101.625,63544249265101.625,7592.145451217785,,,,,,,,,,,,,,,,,,
2007-09-30,010140.KS,quarterly,Q3,2006.0,KRW,2239027862000.0,2239027862000.0,2037175324000.0,2037175324000.0,201852538000.0,,69530362000.0,,-69530362000.0,201852538000.0,9129297000.0,-35221467000.0,1406998000.0,36628465000.0,44350764000.0,192723241000.0,51206154000.0,141517088000.0,,,141517088000.0,,141517088000.0,141517088000.0,309469792.0,457.2888587458643,457.2888587458643,311673544.0,454.0555036650785,454.0555036650785,201852538000.0,,147425989000.0,201852538000.0,9.015186520264928,9.015186520264926,6.320470164832634,,54426549000.0,,,2891370181000.0,400276054000.0,2491094127000.0,921350724000.0,-921350724000.0,290174873000.0,167045225000.0,,97035072000.0,,3286260676000.0,6467805730000.0,2986735945000.0,4391284260000.0,848032542000.0,23835000.0,23835000.0,848008707000.0,3834768487000.0,10302574218000.0,856215620000.0,90206185000.0,-946421805000.0,24796408000.0,24796408000.0,,7837909793000.0,7837909793000.0,7862706201000.0,103597614000.0,103597614000.0,,448891146000.0,130386856000.0,318504290000.0,552488760000.0,8415194961000.0,574225000.0,1650695914000.0,1154376930000.0,496318984000.0,594155821000.0,578534035000.0,1887379257000.0,,1887379257000.0,10302574218000.0,294320796.0,,-271882032000.0,-14.405267568329538,18.31372938601042,0.8225928280491273,,1404548315000.0,,26094576000.0,141517088000.0,36749358000.0,,36749358000.0,595195378000.0,17863054000.0,-55378096000.0,-122514904000.0,755225324000.0,773461824000.0,1745567000.0,1745567000.0,-158207650000.0,-158207650000.0,,-311200708000.0,28150474000.0,-339351182000.0,-941695000.0,,-941695000.0,-56405742000.0,-525010228000.0,,-174000000.0,-174000000.0,-229828003000.0,-230647823000.0,36906692000.0,-193095311000.0,,55356285000.0,-158207650000.0,941695000.0,615254174000.0,616287335632.9285,616825741000.0,1988.0912124696165,,5.465501268652447,,819820000.0,,7235.044970075787,652.252798877378,652.252798877378,2499.312837616151,9342.980335217984,5599.612659448196,6096.818641995274,10485951127912.484,128394022000.0,7723549193912.484,1861879212000.0,6.895937243000917,0.0166237074143577,,,,,,10560622182624.148,10289314375624.148,24957.360600521824,,,,,,,,,,,,,,,,,,
2007-09-30,010950.KS,quarterly,Q3,2006.0,KRW,3752111429000.0,3752111429000.0,3510300182000.0,3510300182000.0,241811247000.0,,104134230000.0,,-104134230000.0,241811247000.0,94655279000.0,-6262993000.0,39455653000.0,45718646000.0,100918272000.0,147155968000.0,41824287000.0,105331680000.0,,,105331680000.0,,105331680000.0,105331680000.0,95403053.0,1104.0703278122558,1104.0703278122558,95403053.0,1104.0703278122558,1104.0703278122558,241811247000.0,,200491071000.0,241811247000.0,6.444671262453597,6.444671262453597,2.807264176268684,,41320176000.0,,,3234708255000.0,650331047000.0,2584377208000.0,1359402801000.0,-1359402801000.0,1845794745000.0,965672781000.0,275901066000.0,606037214000.0,-1816316000.0,1782154058000.0,6862657058000.0,1563281658000.0,3286649164000.0,427266187000.0,16591678000.0,16591678000.0,410674509000.0,1990547845000.0,8853204903000.0,1747149885000.0,510575298000.0,-2257725183000.0,1721376057000.0,1721376057000.0,,2967045060000.0,2967045060000.0,4688421117000.0,229607947000.0,229607947000.0,,77206176000.0,41964181000.0,35241995000.0,306814123000.0,4995235240000.0,10054818000.0,2080705451000.0,281456980000.0,1799248471000.0,1875942000.0,1670408256000.0,3857969663000.0,,3857969663000.0,8853204903000.0,112582792.0,,1300652957000.0,33.71340551155599,43.35737085516719,1.463745872382564,,1723367506000.0,,,105331681000.0,56435096000.0,,56435096000.0,-203818556000.0,-322139831000.0,-51728136000.0,-3368520000.0,173417931000.0,-42051779000.0,5945087000.0,5945087000.0,-35627564000.0,-35620444000.0,-7120000.0,-24202772000.0,18708428000.0,-42911200000.0,,,,-4925281000.0,-58810530000.0,,160107125000.0,-456900000.0,,,-1000.0,160107124000.0,,59244815000.0,-35627564000.0,,-77679343000.0,-49437673212.9976,88379989000.0,-814.2228215694523,,-0.3992320164265869,160564025000.0,,,39329.04986803724,2534.62797464144,2534.62797464144,-440.7802232492497,33905.71007198271,20459.148576723223,40159.335016249424,4375238390320.21,1950984004000.0,3101568957320.21,3912904058000.0,49.86025660432894,0.629031316358567,,,,,,4375238390320.21,5685946165320.21,32510.164609933498,,,,,,,,,,,,,,,,,,
2007-09-30,035420.KS,quarterly,Q3,2006.0,KRW,236050442000.0,236050442000.0,87052041000.0,87052041000.0,148998401000.0,50263533000.0,26667993000.0,,23595540000.0,98734868000.0,-3244324000.0,-194792000.0,903102000.0,1097894000.0,-3049532000.0,101979192000.0,31508291000.0,70470901000.0,,,70470901000.0,,70470901000.0,70470901000.0,155589176.0,452.9293284514856,452.9293284514856,155589176.0,452.9293284514856,452.9293284514856,98734868000.0,,91356991000.0,98734868000.0,63.12142427591811,41.827868299437455,29.854170321782327,,7377877000.0,,,199799678000.0,199799678000.0,,113545474000.0,-113545474000.0,,,,,,155153459000.0,354953137000.0,114418871000.0,168801480000.0,200860687000.0,19815918000.0,19815918000.0,181044769000.0,315279558000.0,670232696000.0,,74364809000.0,-74364809000.0,,,,182064435000.0,182064435000.0,182064435000.0,99834252000.0,99834252000.0,,10746319000.0,10208179000.0,538140000.0,110580571000.0,292645006000.0,,181968858000.0,23924200000.0,158044658000.0,236026383000.0,472350780000.0,377587690000.0,,377587690000.0,670232696000.0,158519635.0,,-99965426000.0,-26.47475769138554,55.0065410520514,1.9496017275422293,,54382609000.0,,,70470901000.0,25247144000.0,,20200208000.0,24147062000.0,1766827000.0,,-2352481000.0,24732716000.0,119865107000.0,60000000.0,60000000.0,-12239454000.0,-9566303000.0,-2673151000.0,-66715000.0,,-66715000.0,-3429900000.0,,-3429900000.0,-2306145000.0,-17982214000.0,,-95000000000.0,-95000000000.0,-5736595000.0,,99829647000.0,-906948000.0,,100975945000.0,-12239454000.0,3429900000.0,107625653000.0,108249725522.90157,15358804000.0,691.7296933303381,,1.7009163399230556,,-5736595000.0,5046936000.0,1517.1392256746703,634.5869972343063,634.5869972343063,770.3948955935084,1284.1489564801088,3189.6497735806506,2299.4644049017907,7830991490982.96,99834252000.0,7731026064982.96,596109232000.0,16.7476439955555,0.0129134543281636,,,,,,7830991490982.96,7731026064982.96,49688.71398215362,,,,,,,,,,,,,,,,,,
2007-09-30,035720.KS,quarterly,Q3,2006.0,KRW,55329011000.0,55329011000.0,,,55329011000.0,40908362000.0,23449028000.0,,17459334000.0,14420649000.0,-2255042000.0,666537000.0,938570000.0,272033000.0,-2921579000.0,16675691000.0,-4111550000.0,20787241000.0,,,20787241000.0,,20787241000.0,20787241000.0,63150800.0,329.1682924048468,329.1682924048468,63814149.0,325.7465832538173,325.7465832538173,14420649000.0,,9522071000.0,14420649000.0,100.0,26.06344978767107,37.570237790803816,,4898578000.0,,,17503574000.0,17220765000.0,282809000.0,57904584000.0,-57904584000.0,,,,,,67850121000.0,85353695000.0,47409400000.0,117408690000.0,98019862000.0,11975817000.0,9447722000.0,86044045000.0,145429262000.0,230782957000.0,16139985000.0,10017447000.0,-26157432000.0,4747947000.0,4747947000.0,,68304460000.0,68304460000.0,73052407000.0,35807919000.0,35769712000.0,38207000.0,430000000.0,,430000000.0,36237919000.0,109290325000.0,,124552089000.0,6423944000.0,118128145000.0,,366293000.0,121492632000.0,,121492632000.0,230782957000.0,64239440.0,38207000.0,23296894000.0,19.17556119781815,50.051755623696735,1.1683899067145045,,69999290000.0,2528095000.0,,20787242000.0,2690320000.0,,1728871000.0,-16942364000.0,-8991743000.0,,165782000.0,-8116403000.0,6535198000.0,428000.0,428000.0,-3513829000.0,-3465153000.0,-48676000.0,429913000.0,740163000.0,-310250000.0,5250368000.0,5250368000.0,,1968429000.0,4135309000.0,,-30550647000.0,-30550647000.0,1749380000.0,,-1103000.0,-28802370000.0,,-18131863000.0,-3513829000.0,-5250368000.0,3021369000.0,,-27480174000.0,47.8437169442034,,0.3143850595661059,,1749380000.0,961449000.0,876.1410940162278,228.3525941080715,228.3525941080715,103.48559321497116,277.1710572154272,107.52416438113217,1734.2110472076365,818977464880.0,40555866000.0,842029756880.0,47346103000.0,85.658298001844,0.0481644094744026,,,,,,827580172721.4,850915273721.4,13333.635629002323,,,,,,,,,,,,,,,,,,
2007-09-30,051910.KS,quarterly,Q3,2006.0,KRW,2766613000000.0,2766613000000.0,2251834000000.0,2251834000000.0,514779000000.0,262263000000.0,163170000000.0,6536000000.0,92557000000.0,252516000000.0,-19254000000.0,17402000000.0,19667000000.0,2265000000.0,-36656000000.0,271770000000.0,60805000000.0,210965000000.0,244000000.0,488000000.0,210721000000.0,,210721000000.0,210721000000.0,72517320.0,2905.802365559014,2909.167078981959,72517320.0,2905.802365559014,2909.167078981959,252516000000.0,,153776000000.0,252516000000.0,18.606830807199994,9.12726138422685,7.616569429840747,0.124108281993874,98740000000.0,,,133508000000.0,127132000000.0,6376000000.0,1036160000000.0,-1036160000000.0,928809000000.0,273829000000.0,132937000000.0,528886000000.0,-6843000000.0,1156798000000.0,2219115000000.0,3033724000000.0,6599534000000.0,988460000000.0,-189681000000.0,-189681000000.0,1178141000000.0,4022184000000.0,6241299000000.0,716260000000.0,161458000000.0,-877718000000.0,453399000000.0,453399000000.0,,1442849000000.0,1442849000000.0,1896248000000.0,1042461000000.0,1042461000000.0,,141693000000.0,100808000000.0,40885000000.0,1184154000000.0,3080402000000.0,43306000000.0,1061738000000.0,322126000000.0,739612000000.0,23129000000.0,2073257000000.0,3160897000000.0,,3160897000000.0,6241299000000.0,63818179.0,,1368728000000.0,43.30188550908176,51.42718528124796,1.1702662309993208,,3565810000000.0,,,210720000000.0,86892000000.0,,78462000000.0,-189464000000.0,-163976000000.0,-1764000000.0,3487000000.0,-27211000000.0,108148000000.0,6024000000.0,6024000000.0,-77107000000.0,-73129000000.0,-3978000000.0,-19000000.0,11000000.0,-30000000.0,-2605000000.0,,-2605000000.0,1068000000.0,-72639000000.0,-9000000.0,-42321000000.0,-100321000000.0,,,-65000000.0,-42395000000.0,,-6886000000.0,-77107000000.0,2605000000.0,31041000000.0,46307764745.92487,-1278000000.0,428.0494645968715,,0.5132283920444569,58000000000.0,,8430000000.0,38151.06515243531,3482.1474373294545,3482.1474373294545,1491.340275674832,1841.049834715348,33031.87431637022,45606.64955627152,5449586676523.199,1495860000000.0,6855244676523.199,3934549000000.0,38.01858866162297,0.2182066535309518,,,,,,5449586676523.199,6861620676523.199,94532.51549454944,,,,,,-244000000.0,,,,,,,,,,,,
2007-09-30,055550.KS,quarterly,Q3,2007.0,KRW,,,,,,,,,,,,,,,,,,469616471668.56,,,469616471668.56,,469616471668.56,469616471668.56,430478497.0,1090.9173743666922,1090.9173743666922,439657143.0,1068.14248135293,1068.14248135293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14515709090130.182,,14515709090130.182,,,,,,,,,14825212482531.422,14825212482531.422,33719.94,,,,,,,,,,,,,,,,,,
2007-09-30,105560.KS,quarterly,Q3,2007.0,KRW,,,,,,,,,,,,,,,,,,913893597385.32,,,913893597385.32,,913893597385.32,913893597385.32,336346000.0,2717.123430590285,2717.123430590285,336346000.0,2717.123430590285,2717.123430590285,,2.201166861846993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.9239046147794845,,,,,,,,,,,,15111517897540.0,,15111517897540.0,,,,3.7959729795922255,172.45275882479146,,,,15111517897540.0,15111517897540.0,44928.49,3980934000000.0,87627000000.0,,,,,,,,,,,,,,,,
2007-12-31,005380.KS,quarterly,Q4,2007.0,KRW,30455933646128.88,30455933646128.88,23893968503617.0,23893968503617.0,6561965142511.88,5499711419084.88,2480161036986.28,,3019550382098.6,1062253723427.0,815714276369.72,206514154042.0,206514154042.0,,609200122327.72,246539447057.28,123657533131.52,122881913925.76,266744068066.08,266744068066.08,-143862154140.32,,-143862154140.32,-143862154140.32,,,,,,,1062253723427.0,4.302825674922746,742486175407.28,1062253723427.0,21.5457691061326,3.487838316728204,-0.4723616613165484,,319767548019.72,,,3402885660609.6,3295759036388.4,107126624221.2,4731973625739.24,-4731973625739.24,8450068318335.72,1732453615704.96,932685497965.44,5784929204665.32,,9292154140948.32,21145108119893.64,19225004163053.76,19225004163053.76,22524877722070.08,2248746971235.48,2248746971235.48,20276130750834.6,41749881885123.84,62894990005017.48,4697984952228.96,605841290229.96,-5303826242458.92,15643734798241.08,15643734798241.08,,12112861261131.72,12112861261131.72,27756596059372.8,12648962241757.08,12648962241757.08,,4701561813715.68,750251413165.32,3951310400550.36,17350524055472.76,45107120114845.57,,5430794449320.72,1115400675783.24,4315393773537.48,,8431523725290.12,13568513715634.682,4219356174537.24,17787869890171.92,62894990005017.49,208802067.0,,24996938003609.76,140.52800114881077,25.62256479808753,0.7618048003675651,,0.001,,-0.0009765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102932227699.62744,-331011000000.0,,2.795747939840434,,,,,,,,,,,,,28292697039998.16,29109167553925.8,42058977615608.76,67.26910315931762,0.9719514303383944,0.5575518836632591,12.957807863626025,12.957807863626025,24.505015104587667,13.939902855659003,,29216294178147.0,,52208894646128.88,2246457723427.0,2246457723427.0,1187886129826.387,2088190129826.387,,,,,,,,,,,,,
2007-12-31,005490.KS,quarterly,Q4,2007.0,KRW,8548168183041.6,8548168183041.6,,,,,,,,-18143266330473.08,-18143266330473.08,,,,-18143266330473.08,,,875316594080.76,,,875316594080.76,,875316594080.76,875316594080.76,,,,,,,-18143266330473.08,15.08959397910243,-18143266330473.08,-18143266330473.08,100.0,-212.2474188852161,10.23981483912856,,,,18143266330473.08,2805613301828.05,1293312736824.22,1512300565003.83,4037885776350.58,-0.00048828125,4904790272570.44,1177880152309.84,1386307119043.84,1003788391641.14,,2438312739251.619,14401678869482.87,15590583366385.377,37911705136552.59,6303029975909.234,571102061135.83,571102061135.83,5731927914773.404,21893613342294.61,36295292211777.48,2248161053455.24,,173069288756.41992,2056585210352.47,2056585210352.47,,2150548693697.74,2029488768347.46,6628364246261.87,3308357684916.34,3308357684916.34,,1226615171139.75,,571275282109.98,4534972856056.09,11163337102317.96,,4661632032354.57,482676030985.82,4178956001368.75,,21779620832689.65,24497939190512.41,634015918947.11,25131955109459.52,36295292211777.484,75545201.0,,4071630158444.59,16.201008400305682,68.75132212866286,2.172734981727179,,22321121770167.22,,1336814609575.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5364942895268.81,3193345512387.87,28261255677891.39,18.9833847314356,1.6800383404979864,0.101586246286079,0.6732205414324983,0.6732205414324983,,,,4705646077391.7,,31434821436309.66,4743386922794.982,4743386922794.982,,,,4252962555832.76,215076779482.18,,,2421230342211.66,,655339889029.77,-1943313674531.81,121059925350.28,,,
