Date,AMZN.NAS-24,AUDJPY,AUS200,BTCUSD,CHINA50,CRWD.NAS,DAL.NYSE,DOW.NYSE,ETHUSD,EURUSD,EWY.NYSE,EWZ.NYSE,FIVE.NAS,INTC.NAS,LITE.NAS,MKSI.NAS,MNDY.NAS,ONTO.NYSE,PLTR.NAS,PYPL.NAS-24,SCCO.NYSE,SNOW.NYSE,SOLUSD,STOXX50,TLT.NAS,TWLO.NYSE,UNG.NYSE,US500,USDJPY,USDMXN,USTEC,WFC.NYSE,XAUUSD,XBRUSD,XLI.NYSE,XLU.NYSE,TOTAL
2026-03-25,0.0,0.0,0.0,12.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.51,-96.63,0.0,0.0,0.0,-184.01999999999998,0.0,0.0,0.0,-269.66999999999996
